,screen_name,id,followers,friends,number_tweets,number_tweets_intervals,mean_interval_tweets,variance_interval_tweets,standard_deviation_interval_tweets,number_tweets_week,monday_relative_frequence,tuesday_relative_frequence,wednesday_relative_frequence,thursday_relative_frequence,friday_relative_frequence,saturday_relative_frequence,sunday_relative_frequence,mean_day_week,variance_day_week,standard_deviation_day_week,number_hashtags,hashtag_per_tweet,profile_image_url,profile_image_url_https
341,ZappaDoidaum,842069555543457792,2363,2359,200,174,39570.18,2624462524.12,51229.51,200,0.14,0.2,0.17,0.125,0.065,0.14,0.16,28.57,61.10,7.82,124,1.10,http://pbs.twimg.com/profile_images/887376005534552068/D3lVXPUw_normal.jpg,https://pbs.twimg.com/profile_images/887376005534552068/D3lVXPUw_normal.jpg
342,larysilv_1,391737465,1023,723,200,173,44.82,2151.91,46.39,200,0.0,0.0,0.17,0.2,0.115,0.43,0.085,28.57,750.82,27.40,28,1.08,http://pbs.twimg.com/profile_images/1008003558837497856/uM2PgZuH_normal.jpg,https://pbs.twimg.com/profile_images/1008003558837497856/uM2PgZuH_normal.jpg
343,anajuliaqc,328607886,3647,4297,200,178,679.48,959682.34,979.63,200,0.0,0.0,0.255,0.275,0.15,0.225,0.095,28.57,456.82,21.37,0,0.00,http://pbs.twimg.com/profile_images/1008104887849283584/5q-SbFps_normal.jpg,https://pbs.twimg.com/profile_images/1008104887849283584/5q-SbFps_normal.jpg
344,rodrgolopes,2734158873,21865,21087,200,188,108897.51,12321025497.23,111000.11,200,0.135,0.1,0.095,0.16,0.175,0.12,0.215,28.57,64.24,8.02,29,1.38,http://pbs.twimg.com/profile_images/960839708963094528/dOViaHhe_normal.jpg,https://pbs.twimg.com/profile_images/960839708963094528/dOViaHhe_normal.jpg
345,siilvaa_julia,888836774063198210,4182,4013,200,165,31.90,994.42,31.53,200,0.0,0.0,0.0,0.0,0.0,0.455,0.545,28.57,2063.96,45.43,39,1.00,http://pbs.twimg.com/profile_images/986957440401989632/EmUwQkpE_normal.jpg,https://pbs.twimg.com/profile_images/986957440401989632/EmUwQkpE_normal.jpg
346,NpOliveira1,900554671823212544,383,741,200,177,7977.56,158823811.24,12602.53,200,0.205,0.215,0.14,0.235,0.095,0.045,0.065,28.57,202.82,14.24,0,0.00,http://pbs.twimg.com/profile_images/1004937472671961088/Q88sFcwD_normal.jpg,https://pbs.twimg.com/profile_images/1004937472671961088/Q88sFcwD_normal.jpg
347,MariBoone16,923676495385694213,440,329,200,183,6590.21,90155578.29,9495.03,200,0.03,0.125,0.245,0.215,0.22,0.07,0.095,28.57,241.39,15.54,0,0.00,http://pbs.twimg.com/profile_images/1007769409941921792/9qeG7oTj_normal.jpg,https://pbs.twimg.com/profile_images/1007769409941921792/9qeG7oTj_normal.jpg
348,AlmeidaEndoly,971110297414111232,258,410,200,163,1936.01,10036165.33,3167.99,200,0.17,0.2,0.07,0.23,0.145,0.125,0.06,28.57,137.67,11.73,6,2.00,http://pbs.twimg.com/profile_images/1006591282586808321/33vCnk8__normal.jpg,https://pbs.twimg.com/profile_images/1006591282586808321/33vCnk8__normal.jpg
349,rodriguespx09,929228325612072960,5655,5756,200,167,175.60,65712.85,256.35,200,0.0,0.0,0.0,0.0,0.495,0.295,0.21,28.57,1333.10,36.51,54,1.17,http://pbs.twimg.com/profile_images/985438398910476288/49Zh-_-E_normal.jpg,https://pbs.twimg.com/profile_images/985438398910476288/49Zh-_-E_normal.jpg
350,pisciana03_,3227497598,754,619,200,169,257.86,98142.24,313.28,200,0.0,0.26,0.19,0.25,0.16,0.035,0.105,28.57,349.67,18.70,1,1.00,http://pbs.twimg.com/profile_images/1006307693857050625/3ZtfxI3T_normal.jpg,https://pbs.twimg.com/profile_images/1006307693857050625/3ZtfxI3T_normal.jpg
351,MarcellaTomazi1,967768368517443584,274,411,200,165,760.03,2143054.04,1463.92,200,0.115,0.055,0.245,0.215,0.09,0.055,0.225,28.57,236.53,15.38,0,0.00,http://pbs.twimg.com/profile_images/1001174161056772096/4g6hPxYd_normal.jpg,https://pbs.twimg.com/profile_images/1001174161056772096/4g6hPxYd_normal.jpg
352,jairo_melo157,4738497995,418,302,200,163,873.97,2000134.74,1414.26,200,0.235,0.17,0.07,0.225,0.125,0.075,0.1,28.57,160.24,12.66,0,0.00,http://pbs.twimg.com/profile_images/1007327844295413760/2OjlPExJ_normal.jpg,https://pbs.twimg.com/profile_images/1007327844295413760/2OjlPExJ_normal.jpg
353,annaantunes7,932702342604034048,398,478,200,163,2692.22,19625148.16,4430.03,200,0.125,0.125,0.225,0.12,0.145,0.185,0.075,28.57,81.67,9.04,1,1.00,http://pbs.twimg.com/profile_images/1005894641697394689/w7swkWjX_normal.jpg,https://pbs.twimg.com/profile_images/1005894641697394689/w7swkWjX_normal.jpg
354,lucenamsm_,950049563406151680,854,269,200,176,993.10,1511979.18,1229.63,200,0.11,0.12,0.195,0.115,0.15,0.15,0.16,28.57,31.39,5.60,2,1.00,http://pbs.twimg.com/profile_images/1007751671932387328/7bnpgG5c_normal.jpg,https://pbs.twimg.com/profile_images/1007751671932387328/7bnpgG5c_normal.jpg
355,ISQ_FR,3167142154,538,289,200,174,7135.22,133181588.39,11540.43,200,0.055,0.08,0.095,0.245,0.2,0.15,0.175,28.57,164.24,12.82,3,1.50,http://pbs.twimg.com/profile_images/1007656848793788416/FXoc4CDf_normal.jpg,https://pbs.twimg.com/profile_images/1007656848793788416/FXoc4CDf_normal.jpg
356,wilvyster,935623927635816450,750,1403,200,168,3608.93,35575998.50,5964.56,200,0.105,0.075,0.245,0.18,0.2,0.09,0.105,28.57,144.82,12.03,10,1.00,http://pbs.twimg.com/profile_images/997602919468978176/aqhqKGv2_normal.jpg,https://pbs.twimg.com/profile_images/997602919468978176/aqhqKGv2_normal.jpg
357,SobRenato,990540987205406722,180,360,200,171,1.20,0.38,0.62,200,0.365,0.14,0.005,0.12,0.015,0.22,0.135,28.57,521.39,22.83,114,1.07,http://pbs.twimg.com/profile_images/1005288269532278784/ynlhUXSL_normal.jpg,https://pbs.twimg.com/profile_images/1005288269532278784/ynlhUXSL_normal.jpg
358,souzaa_kel,71141216,370,921,200,163,21.85,1171.56,34.23,200,0.075,0.01,0.745,0.01,0.03,0.08,0.05,28.57,2444.53,49.44,447,3.15,http://pbs.twimg.com/profile_images/1000034068308873216/jtd7pJOo_normal.jpg,https://pbs.twimg.com/profile_images/1000034068308873216/jtd7pJOo_normal.jpg
359,salomaobetaSDV,988813520853749762,87,440,200,136,1.00,0.00,0.00,200,0.1,0.095,0.0,0.125,0.125,0.215,0.34,28.57,395.67,19.89,1,1.00,http://pbs.twimg.com/profile_images/1000561043897311233/sa4Vzdoy_normal.jpg,https://pbs.twimg.com/profile_images/1000561043897311233/sa4Vzdoy_normal.jpg
360,brendo_at,907068905205747714,1279,770,200,170,941.32,1928813.50,1388.82,200,0.115,0.065,0.195,0.125,0.16,0.155,0.185,28.57,69.10,8.31,9,1.50,http://pbs.twimg.com/profile_images/1005868994543448064/yv5mx3Yx_normal.jpg,https://pbs.twimg.com/profile_images/1005868994543448064/yv5mx3Yx_normal.jpg
361,ramanavertu,497150491,2323,2310,200,174,100.59,7360.22,85.79,200,0.0,0.0,0.0,0.0,0.295,0.545,0.16,28.57,1524.53,39.05,20,1.43,http://pbs.twimg.com/profile_images/1003462616650534912/ghzBAfgq_normal.jpg,https://pbs.twimg.com/profile_images/1003462616650534912/ghzBAfgq_normal.jpg
362,EderFlixdacruz2,853043347509972993,254,570,200,159,14.05,1148.53,33.89,200,0.01,0.265,0.13,0.31,0.09,0.145,0.05,28.57,411.96,20.30,9,1.12,http://pbs.twimg.com/profile_images/1001542597675048961/mJ4bbSNO_normal.jpg,https://pbs.twimg.com/profile_images/1001542597675048961/mJ4bbSNO_normal.jpg
363,lipeventola,859833372209803264,1108,1170,200,174,1.60,1.14,1.07,200,0.46,0.0,0.54,0.0,0.0,0.0,0.0,28.57,2059.10,45.38,0,0.00,http://pbs.twimg.com/profile_images/882969359639085056/Jx5vUKCZ_normal.jpg,https://pbs.twimg.com/profile_images/882969359639085056/Jx5vUKCZ_normal.jpg
364,Rosilen68042075,996190029021138945,329,1255,200,166,16.35,628.42,25.07,200,0.06,0.02,0.21,0.135,0.23,0.055,0.29,28.57,362.82,19.05,16,1.45,http://pbs.twimg.com/profile_images/996191650794926080/KhG7OHEA_normal.jpg,https://pbs.twimg.com/profile_images/996191650794926080/KhG7OHEA_normal.jpg
365,Danilo23059362,989982150366842880,138,456,200,162,1.64,1.31,1.14,200,0.0,0.04,0.295,0.33,0.04,0.0,0.295,28.57,818.82,28.61,141,1.11,http://pbs.twimg.com/profile_images/996880452580528128/MCxCOOjk_normal.jpg,https://pbs.twimg.com/profile_images/996880452580528128/MCxCOOjk_normal.jpg
366,jefferson_cl04,140210964,130,367,200,157,44.98,13284.40,115.26,200,0.4,0.45,0.055,0.025,0.025,0.025,0.02,28.57,1285.39,35.85,72,1.14,http://pbs.twimg.com/profile_images/996202783467540480/tQIuzBOX_normal.jpg,https://pbs.twimg.com/profile_images/996202783467540480/tQIuzBOX_normal.jpg
367,OrlandoGuarizi,64151080,687,679,200,158,8.53,50.22,7.09,200,0.015,0.03,0.03,0.51,0.02,0.14,0.255,28.57,1167.39,34.17,179,1.85,http://pbs.twimg.com/profile_images/886936912409358338/huHM4-0u_normal.jpg,https://pbs.twimg.com/profile_images/886936912409358338/huHM4-0u_normal.jpg
368,Derllan_Silva,955389026705592326,289,538,200,167,134.20,28409.58,168.55,200,0.1,0.18,0.11,0.185,0.27,0.105,0.05,28.57,184.53,13.58,6,1.50,http://pbs.twimg.com/profile_images/1007471205824323585/eeWeW2Eg_normal.jpg,https://pbs.twimg.com/profile_images/1007471205824323585/eeWeW2Eg_normal.jpg
369,LuhHeenry,80100727,41385,31026,200,176,190.44,55813.36,236.25,200,0.0,0.0,0.0,0.0,0.525,0.435,0.04,28.57,1849.10,43.00,14,1.00,http://pbs.twimg.com/profile_images/1007631078440386560/hNYJ2iHl_normal.jpg,https://pbs.twimg.com/profile_images/1007631078440386560/hNYJ2iHl_normal.jpg
370,Hotlinebugs,317153908,3277,1244,200,167,294.26,136288.13,369.17,200,0.01,0.32,0.02,0.025,0.54,0.045,0.04,28.57,1462.24,38.24,22,1.16,http://pbs.twimg.com/profile_images/1004362943738339328/W5EoqrwA_normal.jpg,https://pbs.twimg.com/profile_images/1004362943738339328/W5EoqrwA_normal.jpg
371,zailda,15473240,35738,35037,200,160,20.04,650.84,25.51,200,0.11,0.11,0.26,0.135,0.115,0.185,0.085,28.57,124.82,11.17,30,1.36,http://pbs.twimg.com/profile_images/770839147359637504/0Obpo_fG_normal.jpg,https://pbs.twimg.com/profile_images/770839147359637504/0Obpo_fG_normal.jpg
372,marthabeatriz05,983328226377371648,492,437,200,173,20.77,389.25,19.73,200,0.0,0.0,0.0,0.0,0.355,0.435,0.21,28.57,1237.10,35.17,5,1.00,http://pbs.twimg.com/profile_images/1006964023034826752/Wt47336N_normal.jpg,https://pbs.twimg.com/profile_images/1006964023034826752/Wt47336N_normal.jpg
373,DanielBarboza_1,1852484467,7053,7510,200,161,226.14,193748.75,440.17,200,0.125,0.095,0.11,0.2,0.175,0.135,0.16,28.57,47.67,6.90,73,1.09,http://pbs.twimg.com/profile_images/378800000480499529/9ac87bbcdb183c85e6b7ccf51ea992b3_normal.jpeg,https://pbs.twimg.com/profile_images/378800000480499529/9ac87bbcdb183c85e6b7ccf51ea992b3_normal.jpeg
374,eijuzona,4127958689,3026,4845,200,164,13.05,141.15,11.88,200,0.0,0.0,0.185,0.815,0.0,0.0,0.0,28.57,3174.82,56.35,1,1.00,http://pbs.twimg.com/profile_images/947590483240472577/Na1bff9j_normal.jpg,https://pbs.twimg.com/profile_images/947590483240472577/Na1bff9j_normal.jpg
375,Pbl_Ribeiro,910211660337569793,3951,3842,200,169,23.73,585.59,24.20,200,0.0,0.0,0.0,0.0,0.415,0.33,0.255,28.57,1161.67,34.08,4,1.00,http://pbs.twimg.com/profile_images/1005924666832293889/dgApsFfu_normal.jpg,https://pbs.twimg.com/profile_images/1005924666832293889/dgApsFfu_normal.jpg
376,limabdaniel,719260861,13052,12863,200,196,40418.30,1206303198.24,34731.88,200,0.115,0.165,0.145,0.135,0.135,0.175,0.13,28.57,14.82,3.85,49,1.07,http://pbs.twimg.com/profile_images/980965527387623424/AjufF4B3_normal.jpg,https://pbs.twimg.com/profile_images/980965527387623424/AjufF4B3_normal.jpg
377,1RA3L,815634286707613696,4346,4997,200,174,169.77,34288.67,185.17,200,0.095,0.07,0.075,0.235,0.49,0.035,0.0,28.57,989.96,31.46,95,1.02,http://pbs.twimg.com/profile_images/829605262818426880/7g7NtV8T_normal.jpg,https://pbs.twimg.com/profile_images/829605262818426880/7g7NtV8T_normal.jpg
378,Arlindo_O_Filho,3364720690,1143,1753,200,180,39055.12,2443972329.30,49436.55,200,0.085,0.145,0.15,0.085,0.23,0.12,0.185,28.57,95.10,9.75,151,1.19,http://pbs.twimg.com/profile_images/864444694171852800/YO-QNy4D_normal.jpg,https://pbs.twimg.com/profile_images/864444694171852800/YO-QNy4D_normal.jpg
379,capriku,1000868108817575936,26,71,200,170,1686.76,5310344.22,2304.42,200,0.15,0.11,0.25,0.025,0.185,0.125,0.155,28.57,164.24,12.82,1,1.00,http://pbs.twimg.com/profile_images/1005935850683883520/RNATk8DO_normal.jpg,https://pbs.twimg.com/profile_images/1005935850683883520/RNATk8DO_normal.jpg
380,PYSouza1,3363446116,1300,1310,200,167,10276.90,366861430.46,19153.63,200,0.245,0.12,0.045,0.085,0.13,0.19,0.185,28.57,160.24,12.66,35,1.09,http://pbs.twimg.com/profile_images/1002808895461523457/R51WfFQO_normal.jpg,https://pbs.twimg.com/profile_images/1002808895461523457/R51WfFQO_normal.jpg
381,pqp_gihh,2722895129,244,223,200,160,688.23,2242269.89,1497.42,200,0.11,0.25,0.055,0.19,0.09,0.135,0.17,28.57,149.10,12.21,4,1.00,http://pbs.twimg.com/profile_images/1004798883401207808/vmd3B9lo_normal.jpg,https://pbs.twimg.com/profile_images/1004798883401207808/vmd3B9lo_normal.jpg
382,Jonataspimenta,2992664855,44708,8147,200,183,120781.90,20773940047.54,144131.68,200,0.135,0.14,0.105,0.135,0.17,0.18,0.135,28.57,21.39,4.62,2,1.00,http://pbs.twimg.com/profile_images/794778718178775040/BHMY5UX4_normal.jpg,https://pbs.twimg.com/profile_images/794778718178775040/BHMY5UX4_normal.jpg
383,Benneballaa1,996546748331053057,246,1011,200,162,7.88,112.01,10.58,200,0.0,0.18,0.38,0.035,0.125,0.195,0.085,28.57,548.82,23.43,147,1.02,http://pbs.twimg.com/profile_images/1004115997299761160/Jz8TckoM_normal.jpg,https://pbs.twimg.com/profile_images/1004115997299761160/Jz8TckoM_normal.jpg
384,Lucas_EduardoRP,809804188947398656,559,664,200,153,77.93,22049.37,148.49,200,0.055,0.195,0.19,0.165,0.065,0.165,0.165,28.57,115.39,10.74,0,0.00,http://pbs.twimg.com/profile_images/990779430317510656/t0YkH4U__normal.jpg,https://pbs.twimg.com/profile_images/990779430317510656/t0YkH4U__normal.jpg
385,a_Conquistadora,987372470,80152,37549,200,177,144518.46,28095475216.61,167617.05,200,0.09,0.165,0.155,0.15,0.15,0.12,0.17,28.57,27.39,5.23,2,1.00,http://pbs.twimg.com/profile_images/1007055893081546755/Dab8YENl_normal.jpg,https://pbs.twimg.com/profile_images/1007055893081546755/Dab8YENl_normal.jpg
386,eatglittereats,953432006142066689,136,186,200,158,3167.00,82206903.77,9066.80,200,0.105,0.22,0.115,0.265,0.185,0.045,0.065,28.57,231.39,15.21,41,1.78,http://pbs.twimg.com/profile_images/953433655610834944/w1EKJC7Q_normal.jpg,https://pbs.twimg.com/profile_images/953433655610834944/w1EKJC7Q_normal.jpg
387,Geovanna_011,922158241181728768,373,710,200,168,659.64,1730624.24,1315.53,200,0.14,0.085,0.055,0.27,0.075,0.225,0.15,28.57,220.82,14.86,1,1.00,http://pbs.twimg.com/profile_images/997973272724627458/0BFXEqIq_normal.jpg,https://pbs.twimg.com/profile_images/997973272724627458/0BFXEqIq_normal.jpg
388,victoorbriones,846547571107647488,307,323,200,171,87.80,8614.26,92.81,200,0.0,0.0,0.0,0.0,0.15,0.395,0.455,28.57,1386.82,37.24,0,0.00,http://pbs.twimg.com/profile_images/1007929151502856192/xIcsSYCx_normal.jpg,https://pbs.twimg.com/profile_images/1007929151502856192/xIcsSYCx_normal.jpg
389,willsrn11,823654219613962240,214,555,200,182,28176.42,1587276951.14,39840.64,200,0.16,0.095,0.145,0.22,0.12,0.1,0.16,28.57,63.96,8.00,35,1.03,http://pbs.twimg.com/profile_images/1006320898473897984/8T18ZCvH_normal.jpg,https://pbs.twimg.com/profile_images/1006320898473897984/8T18ZCvH_normal.jpg
390,baudelairre,2949653505,249,255,200,169,952.49,1910224.19,1382.11,200,0.075,0.065,0.045,0.19,0.105,0.32,0.2,28.57,334.53,18.29,3,1.00,http://pbs.twimg.com/profile_images/1006007943433674752/J0bevR8f_normal.jpg,https://pbs.twimg.com/profile_images/1006007943433674752/J0bevR8f_normal.jpg
391,samuel_SM9,831557969003298817,78,289,200,183,19435.29,785772607.47,28031.64,200,0.08,0.12,0.05,0.135,0.14,0.19,0.285,28.57,203.39,14.26,3,1.50,http://pbs.twimg.com/profile_images/978024025346715648/DcGDD8z5_normal.jpg,https://pbs.twimg.com/profile_images/978024025346715648/DcGDD8z5_normal.jpg
392,RafaelCfcs,2791757249,162,87,200,189,36814.34,1963235178.13,44308.41,200,0.09,0.155,0.17,0.185,0.1,0.14,0.16,28.57,43.39,6.59,12,1.20,http://pbs.twimg.com/profile_images/999088138726207488/eZQ6zPoN_normal.jpg,https://pbs.twimg.com/profile_images/999088138726207488/eZQ6zPoN_normal.jpg
393,Marcospm90,178512270,746,176,200,171,32624.60,3471486686.40,58919.32,200,0.235,0.225,0.105,0.225,0.09,0.035,0.085,28.57,235.39,15.34,7,1.00,http://pbs.twimg.com/profile_images/943299680489889792/CUCHINs9_normal.jpg,https://pbs.twimg.com/profile_images/943299680489889792/CUCHINs9_normal.jpg
394,Sergioadv2,985660947934187522,76,902,200,164,2321.52,18926086.53,4350.41,200,0.065,0.14,0.185,0.1,0.08,0.2,0.23,28.57,139.96,11.83,20,2.86,http://pbs.twimg.com/profile_images/985662011148292101/OHQxsV2a_normal.jpg,https://pbs.twimg.com/profile_images/985662011148292101/OHQxsV2a_normal.jpg
395,Mauro26TA,2777216294,14708,13527,200,157,4300.75,165791958.48,12876.02,200,0.07,0.115,0.095,0.15,0.125,0.22,0.225,28.57,122.53,11.07,9,1.80,http://pbs.twimg.com/profile_images/1001403631168565248/dxElB6Ej_normal.jpg,https://pbs.twimg.com/profile_images/1001403631168565248/dxElB6Ej_normal.jpg
396,apenaslamera,979153880381644801,398,379,200,166,405.67,469365.27,685.10,200,0.17,0.145,0.05,0.135,0.1,0.185,0.215,28.57,104.24,10.21,31,1.00,http://pbs.twimg.com/profile_images/996225539550646272/diYiXcvx_normal.jpg,https://pbs.twimg.com/profile_images/996225539550646272/diYiXcvx_normal.jpg
397,regina290717,925444501849694208,8233,8960,200,180,9273.45,303847102.95,17431.21,200,0.065,0.17,0.14,0.15,0.08,0.225,0.17,28.57,104.53,10.22,4,1.33,http://pbs.twimg.com/profile_images/1005634373977337858/u6_avVSM_normal.jpg,https://pbs.twimg.com/profile_images/1005634373977337858/u6_avVSM_normal.jpg
398,JaciraCruz3,955780341561782272,1279,1332,200,165,166.92,44147.20,210.11,200,0.0,0.155,0.22,0.18,0.24,0.145,0.06,28.57,252.53,15.89,11,2.75,http://pbs.twimg.com/profile_images/987355595975086080/NjzOL64y_normal.jpg,https://pbs.twimg.com/profile_images/987355595975086080/NjzOL64y_normal.jpg
399,henriquejr2006,2312309681,524,2824,200,153,1174.12,15460742.34,3932.02,200,0.145,0.2,0.14,0.12,0.175,0.045,0.175,28.57,88.24,9.39,0,0.00,http://pbs.twimg.com/profile_images/881350906809397248/pCtU67te_normal.jpg,https://pbs.twimg.com/profile_images/881350906809397248/pCtU67te_normal.jpg
400,BetoLoc92150639,893123226800459777,358,705,200,171,1197.86,4862403.54,2205.09,200,0.065,0.155,0.165,0.31,0.095,0.17,0.04,28.57,275.67,16.60,6,1.20,http://pbs.twimg.com/profile_images/949730008616095745/Ik8_xZD1_normal.jpg,https://pbs.twimg.com/profile_images/949730008616095745/Ik8_xZD1_normal.jpg
401,rafamfilho,219368520,19287,19294,200,172,35.55,1966.25,44.34,200,0.0,0.0,0.0,0.26,0.285,0.255,0.2,28.57,634.24,25.18,0,0.00,http://pbs.twimg.com/profile_images/964164062539116545/8J-LhCc7_normal.jpg,https://pbs.twimg.com/profile_images/964164062539116545/8J-LhCc7_normal.jpg
402,geracaodacruz11,721745323706613760,5015,209,200,172,11176.90,357580963.44,18909.81,200,0.145,0.16,0.165,0.145,0.135,0.16,0.09,28.57,22.53,4.75,12,1.33,http://pbs.twimg.com/profile_images/877885228802600960/KlQLmldl_normal.jpg,https://pbs.twimg.com/profile_images/877885228802600960/KlQLmldl_normal.jpg
403,leny_cristal,1003110076675174400,803,1258,200,160,378.89,650908.22,806.79,200,0.135,0.07,0.095,0.07,0.31,0.185,0.135,28.57,244.24,15.63,3,1.00,http://pbs.twimg.com/profile_images/1007500403771105280/IjnYAPj__normal.jpg,https://pbs.twimg.com/profile_images/1007500403771105280/IjnYAPj__normal.jpg
404,dreewnmaliggna,3128197980,10915,10855,200,174,4803.64,58808884.69,7668.70,200,0.11,0.19,0.14,0.22,0.115,0.095,0.13,28.57,71.39,8.45,44,1.19,http://pbs.twimg.com/profile_images/972715486931714051/a983HdY-_normal.jpg,https://pbs.twimg.com/profile_images/972715486931714051/a983HdY-_normal.jpg
405,CarolineBrito0,735185779,10979,11003,200,163,200.45,106581.71,326.47,200,0.09,0.14,0.14,0.03,0.07,0.09,0.44,28.57,639.67,25.29,24,1.00,http://pbs.twimg.com/profile_images/941764468622680064/G-M4tW6n_normal.jpg,https://pbs.twimg.com/profile_images/941764468622680064/G-M4tW6n_normal.jpg
406,agustvocal,841798006206803969,9490,7929,200,177,178.18,42996.59,207.36,200,0.0,0.0,0.0,0.0,0.0,0.47,0.53,28.57,2051.10,45.29,7,3.50,http://pbs.twimg.com/profile_images/1008324765025755136/jcr5uhP6_normal.jpg,https://pbs.twimg.com/profile_images/1008324765025755136/jcr5uhP6_normal.jpg
407,doomminnick,1004102287395090433,861,1157,200,172,307.26,137074.08,370.24,200,0.0,0.0,0.0,0.265,0.4,0.165,0.17,28.57,819.96,28.63,9,1.12,http://pbs.twimg.com/profile_images/1008241808030216192/IxW0rDoC_normal.jpg,https://pbs.twimg.com/profile_images/1008241808030216192/IxW0rDoC_normal.jpg
408,vtkroos30,2922321077,667,555,200,160,453.89,885666.67,941.10,200,0.03,0.085,0.07,0.24,0.265,0.21,0.1,28.57,297.67,17.25,6,1.20,http://pbs.twimg.com/profile_images/1003339072927076352/DOquyLkG_normal.jpg,https://pbs.twimg.com/profile_images/1003339072927076352/DOquyLkG_normal.jpg
409,LuzdoMundDeus,3157053947,10854,137,200,170,4301.80,47087793.43,6862.05,200,0.11,0.05,0.18,0.115,0.165,0.2,0.18,28.57,97.10,9.85,0,0.00,http://pbs.twimg.com/profile_images/927877892842893314/VSTY94-3_normal.jpg,https://pbs.twimg.com/profile_images/927877892842893314/VSTY94-3_normal.jpg
410,SennaYohana,792318150,180,101,200,174,3933.07,37182709.25,6097.76,200,0.13,0.07,0.195,0.125,0.12,0.18,0.18,28.57,67.39,8.21,9,1.50,http://pbs.twimg.com/profile_images/1005823104122343424/3qMcz9Lj_normal.jpg,https://pbs.twimg.com/profile_images/1005823104122343424/3qMcz9Lj_normal.jpg
411,Davisucessadaaa,875444340486799360,459,420,200,165,4424.67,54109593.72,7355.92,200,0.045,0.07,0.125,0.305,0.15,0.19,0.115,28.57,254.53,15.95,2,1.00,http://pbs.twimg.com/profile_images/1008154328144760833/J0-mowV1_normal.jpg,https://pbs.twimg.com/profile_images/1008154328144760833/J0-mowV1_normal.jpg
412,natvaaz,2338577092,491,573,200,170,8477.19,229836316.79,15160.35,200,0.09,0.18,0.165,0.215,0.15,0.11,0.09,28.57,78.82,8.88,1,1.00,http://pbs.twimg.com/profile_images/888982781199626240/svnC9RZV_normal.jpg,https://pbs.twimg.com/profile_images/888982781199626240/svnC9RZV_normal.jpg
413,WPantaliao,793642380813631488,428,441,200,179,76697.88,11540018753.91,107424.48,200,0.16,0.145,0.135,0.165,0.145,0.15,0.1,28.57,15.67,3.96,3,1.00,http://pbs.twimg.com/profile_images/995823616284643330/y1ROG2pu_normal.jpg,https://pbs.twimg.com/profile_images/995823616284643330/y1ROG2pu_normal.jpg
414,Pri_paulla,290350899,986,400,200,178,3494.22,33127273.37,5755.63,200,0.16,0.22,0.14,0.105,0.2,0.135,0.04,28.57,123.39,11.11,9,1.80,http://pbs.twimg.com/profile_images/975379607166824448/w9Ti1r0r_normal.jpg,https://pbs.twimg.com/profile_images/975379607166824448/w9Ti1r0r_normal.jpg
415,GuilhermeTello,2857907855,2050,1336,200,172,1749.53,6903823.49,2627.51,200,0.195,0.14,0.115,0.135,0.1,0.195,0.12,28.57,49.39,7.03,2,1.00,http://pbs.twimg.com/profile_images/1006080517698195456/BW9yx2FR_normal.jpg,https://pbs.twimg.com/profile_images/1006080517698195456/BW9yx2FR_normal.jpg
416,prrjonax,3086560799,1147,760,200,170,2716.79,16125264.46,4015.63,200,0.155,0.185,0.14,0.035,0.17,0.145,0.17,28.57,85.96,9.27,3,1.00,http://pbs.twimg.com/profile_images/980159294808223744/JDKCXxe7_normal.jpg,https://pbs.twimg.com/profile_images/980159294808223744/JDKCXxe7_normal.jpg
417,Thomasantanas,785596635371810816,4318,5002,200,180,330.03,287399.47,536.10,200,0.0,0.0,0.0,0.0,0.17,0.5,0.33,28.57,1399.67,37.41,0,0.00,http://pbs.twimg.com/profile_images/1004202328528912386/spyP4RvQ_normal.jpg,https://pbs.twimg.com/profile_images/1004202328528912386/spyP4RvQ_normal.jpg
418,leovalerio_ofc,940360118,7816,5559,200,163,2119.49,10282941.56,3206.70,200,0.065,0.125,0.135,0.07,0.145,0.16,0.3,28.57,209.96,14.49,3,1.00,http://pbs.twimg.com/profile_images/1005901886166269958/N7fsmkRQ_normal.jpg,https://pbs.twimg.com/profile_images/1005901886166269958/N7fsmkRQ_normal.jpg
419,AleksandroMira1,906046596290416640,441,280,200,185,15531.86,387705078.88,19690.23,200,0.165,0.135,0.11,0.11,0.13,0.23,0.12,28.57,62.82,7.93,5,1.00,http://pbs.twimg.com/profile_images/1001344899034353669/PB4cdexJ_normal.jpg,https://pbs.twimg.com/profile_images/1001344899034353669/PB4cdexJ_normal.jpg
420,Sabrinabinnaa,1292388475,3034,482,200,190,29504.37,1016094504.40,31876.24,200,0.155,0.15,0.075,0.195,0.145,0.16,0.12,28.57,47.67,6.90,4,1.00,http://pbs.twimg.com/profile_images/980857309562892288/eaaosPc6_normal.jpg,https://pbs.twimg.com/profile_images/980857309562892288/eaaosPc6_normal.jpg
421,Eliasventuraaa,940728370278649856,898,930,200,169,547.31,520335.56,721.34,200,0.0,0.13,0.175,0.215,0.195,0.185,0.1,28.57,189.39,13.76,12,1.33,http://pbs.twimg.com/profile_images/984244050055389184/bhUDJTOk_normal.jpg,https://pbs.twimg.com/profile_images/984244050055389184/bhUDJTOk_normal.jpg
