,screen_name,id,followers,friends,number_tweets,number_tweets_intervals,mean_interval_tweets,variance_interval_tweets,standard_deviation_interval_tweets,number_tweets_week,monday_relative_frequence,tuesday_relative_frequence,wednesday_relative_frequence,thursday_relative_frequence,friday_relative_frequence,saturday_relative_frequence,sunday_relative_frequence,mean_day_week,variance_day_week,standard_deviation_day_week,number_hashtags,hashtag_per_tweet,profile_image_url,profile_image_url_https
316,ofutebolnaveia,3242321961,117084,105147,200,174,4169.41,16222520.47,4027.72,200,0.14,0.13,0.09,0.11,0.11,0.205,0.215,28.57,81.10,9.01,2,1.00,http://pbs.twimg.com/profile_images/960859077327933440/3Nke9swk_normal.jpg,https://pbs.twimg.com/profile_images/960859077327933440/3Nke9swk_normal.jpg
317,EversonFt,3229673679,7257,3404,200,172,1075.03,1943419.16,1394.07,200,0.085,0.025,0.095,0.115,0.2,0.225,0.255,28.57,245.10,15.66,3,1.50,http://pbs.twimg.com/profile_images/1008075485333598208/bc7cbcQP_normal.jpg,https://pbs.twimg.com/profile_images/1008075485333598208/bc7cbcQP_normal.jpg
318,vulgomaia,3228492945,25734,15811,200,170,2319.52,13260235.21,3641.46,200,0.23,0.065,0.05,0.085,0.135,0.205,0.23,28.57,212.24,14.57,1,1.00,http://pbs.twimg.com/profile_images/1008548981948014592/qHoxEzzj_normal.jpg,https://pbs.twimg.com/profile_images/1008548981948014592/qHoxEzzj_normal.jpg
319,_Coreto157,984799289414225920,324,320,200,165,347.61,243430.20,493.39,200,0.05,0.14,0.22,0.11,0.155,0.215,0.11,28.57,126.24,11.24,21,1.40,http://pbs.twimg.com/profile_images/1005267762590167040/MWZ5sk-s_normal.jpg,https://pbs.twimg.com/profile_images/1005267762590167040/MWZ5sk-s_normal.jpg
320,bielmj_crvg,218714535,712,1357,200,166,447.08,658432.23,811.44,200,0.12,0.08,0.085,0.11,0.135,0.185,0.285,28.57,176.82,13.30,17,1.00,http://pbs.twimg.com/profile_images/1005525946710020096/PvNnAaLf_normal.jpg,https://pbs.twimg.com/profile_images/1005525946710020096/PvNnAaLf_normal.jpg
321,Douglas_7K,813849082737336325,365,295,200,157,588.25,1484179.16,1218.27,200,0.08,0.095,0.195,0.14,0.105,0.135,0.25,28.57,125.39,11.20,16,1.23,http://pbs.twimg.com/profile_images/996904956312588289/Z3ksPjnD_normal.jpg,https://pbs.twimg.com/profile_images/996904956312588289/Z3ksPjnD_normal.jpg
322,silva_sarah333,2273580043,36,57,200,158,13237.04,579406512.80,24070.86,190,0.19473684210526315,0.1368421052631579,0.18947368421052632,0.1,0.12631578947368421,0.14736842105263157,0.10526315789473684,27.14,43.55,6.60,4,1.00,http://pbs.twimg.com/profile_images/1008707858073038848/s8A9gR0S_normal.jpg,https://pbs.twimg.com/profile_images/1008707858073038848/s8A9gR0S_normal.jpg
323,we_tonon,939452709207445504,345,336,200,184,1341.28,2925913.37,1710.53,200,0.405,0.08,0.075,0.13,0.15,0.07,0.09,28.57,489.10,22.12,5,1.25,http://pbs.twimg.com/profile_images/1002235187219099648/avg2prm3_normal.jpg,https://pbs.twimg.com/profile_images/1002235187219099648/avg2prm3_normal.jpg
324,thalizribeiro,336909958,444,381,200,166,2000.32,6891175.54,2625.10,200,0.09,0.1,0.13,0.205,0.095,0.11,0.27,28.57,161.10,12.69,5,1.25,http://pbs.twimg.com/profile_images/1007305852091592704/wTjv0FB0_normal.jpg,https://pbs.twimg.com/profile_images/1007305852091592704/wTjv0FB0_normal.jpg
325,alissonmoraes03,817063856539336704,308,405,200,172,8080.98,119873179.53,10948.66,200,0.19,0.1,0.105,0.135,0.115,0.16,0.195,28.57,53.39,7.31,5,1.25,http://pbs.twimg.com/profile_images/1008476004556464128/AAwMyygk_normal.jpg,https://pbs.twimg.com/profile_images/1008476004556464128/AAwMyygk_normal.jpg
326,PedroHe82655751,929140754798301187,205,201,200,171,3810.47,35610077.37,5967.42,200,0.18,0.135,0.075,0.09,0.085,0.145,0.29,28.57,193.39,13.91,6,1.20,http://pbs.twimg.com/profile_images/1007996113276887040/AJ_Q137Y_normal.jpg,https://pbs.twimg.com/profile_images/1007996113276887040/AJ_Q137Y_normal.jpg
327,Leonamsilvajr1,948725048873013249,300,302,200,159,416.65,628363.27,792.69,200,0.25,0.085,0.085,0.195,0.155,0.12,0.11,28.57,129.39,11.37,3,1.00,http://pbs.twimg.com/profile_images/1006713901822640129/dKRTfYuF_normal.jpg,https://pbs.twimg.com/profile_images/1006713901822640129/dKRTfYuF_normal.jpg
328,BREN0_C,978784043817947137,62,64,200,170,3714.55,40588754.01,6370.93,200,0.175,0.045,0.085,0.205,0.205,0.14,0.145,28.57,123.96,11.13,5,1.00,http://pbs.twimg.com/profile_images/996542178993127424/0P6QW4k0_normal.jpg,https://pbs.twimg.com/profile_images/996542178993127424/0P6QW4k0_normal.jpg
329,GiianCarlos,908755920758493185,375,341,200,168,3539.11,21273293.99,4612.30,200,0.135,0.07,0.1,0.17,0.28,0.115,0.13,28.57,158.24,12.58,5,1.00,http://pbs.twimg.com/profile_images/1007414609173762049/GNmyyeIj_normal.jpg,https://pbs.twimg.com/profile_images/1007414609173762049/GNmyyeIj_normal.jpg
330,faaixapreta13,941905848003112960,792,1658,200,159,955.38,2471308.65,1572.04,200,0.04,0.17,0.23,0.175,0.125,0.105,0.155,28.57,124.82,11.17,4,1.33,http://pbs.twimg.com/profile_images/1006677150030794753/t56AET7H_normal.jpg,https://pbs.twimg.com/profile_images/1006677150030794753/t56AET7H_normal.jpg
331,MaurilioBarbosa,63296611,15791,7842,200,173,1685.40,4486124.78,2118.05,200,0.135,0.1,0.105,0.16,0.115,0.235,0.15,28.57,73.96,8.60,2,1.00,http://pbs.twimg.com/profile_images/1008320823306915841/tmuGN7Jm_normal.jpg,https://pbs.twimg.com/profile_images/1008320823306915841/tmuGN7Jm_normal.jpg
332,LicehAlves,4799065401,12461,11072,200,167,16163.78,864072470.92,29395.11,200,0.125,0.135,0.21,0.175,0.13,0.065,0.16,28.57,71.10,8.43,26,1.00,http://pbs.twimg.com/profile_images/964489831744200710/YfbMjZ8U_normal.jpg,https://pbs.twimg.com/profile_images/964489831744200710/YfbMjZ8U_normal.jpg
333,IMESBVC,146151244,414,64,200,179,71701.55,8212812165.92,90624.57,200,0.215,0.22,0.165,0.17,0.18,0.035,0.015,28.57,238.53,15.44,25,1.00,http://pbs.twimg.com/profile_images/998689370050711552/mYUXlLKP_normal.jpg,https://pbs.twimg.com/profile_images/998689370050711552/mYUXlLKP_normal.jpg
334,davidballot,38226289,2540,3947,200,173,4974.17,40087354.85,6331.46,200,0.125,0.125,0.155,0.165,0.215,0.11,0.105,28.57,51.39,7.17,30,1.76,http://pbs.twimg.com/profile_images/988729373862789120/PfpZlESH_normal.jpg,https://pbs.twimg.com/profile_images/988729373862789120/PfpZlESH_normal.jpg
335,tomagatti,142477353,23074,20520,200,163,324.13,295776.39,543.85,200,0.28,0.055,0.205,0.125,0.16,0.14,0.035,28.57,243.67,15.61,1,1.00,http://pbs.twimg.com/profile_images/1008336835540668418/KG_E3x0a_normal.jpg,https://pbs.twimg.com/profile_images/1008336835540668418/KG_E3x0a_normal.jpg
336,vittxr,1926786020,9480,10195,200,169,15182.99,931319436.72,30517.53,200,0.175,0.075,0.24,0.15,0.125,0.155,0.08,28.57,111.67,10.57,8,1.33,http://pbs.twimg.com/profile_images/889300729718067200/uqwFq1rz_normal.jpg,https://pbs.twimg.com/profile_images/889300729718067200/uqwFq1rz_normal.jpg
337,mteusramoss,255230473,2187,2188,200,173,2415.29,12283563.36,3504.79,200,0.065,0.11,0.095,0.165,0.265,0.22,0.08,28.57,198.53,14.09,1,1.00,http://pbs.twimg.com/profile_images/1007686850646028288/-ToSXsex_normal.jpg,https://pbs.twimg.com/profile_images/1007686850646028288/-ToSXsex_normal.jpg
338,tudozueiroo,969344460030128128,210,1596,200,166,5732.49,98687258.18,9934.15,200,0.075,0.09,0.225,0.125,0.19,0.125,0.17,28.57,101.39,10.07,1,1.00,http://pbs.twimg.com/profile_images/1007729310491467783/_02uBtV6_normal.jpg,https://pbs.twimg.com/profile_images/1007729310491467783/_02uBtV6_normal.jpg
339,Carolhermoso1,858076416080056320,507,424,200,166,824.18,2359987.80,1536.23,200,0.23,0.04,0.075,0.025,0.09,0.2,0.34,28.57,466.24,21.59,1,1.00,http://pbs.twimg.com/profile_images/1000128685004021760/UKk00lJt_normal.jpg,https://pbs.twimg.com/profile_images/1000128685004021760/UKk00lJt_normal.jpg
340,kamilelima_,1594216080,1474,740,200,169,2127.47,9760796.32,3124.23,200,0.205,0.08,0.015,0.105,0.27,0.23,0.095,28.57,295.10,17.18,0,0.00,http://pbs.twimg.com/profile_images/1007068971709984768/oHmt0wOB_normal.jpg,https://pbs.twimg.com/profile_images/1007068971709984768/oHmt0wOB_normal.jpg
341,nessoliveiraa,822502578,512,342,200,172,3208.76,27995237.59,5291.05,200,0.18,0.175,0.1,0.085,0.095,0.195,0.17,28.57,76.24,8.73,0,0.00,http://pbs.twimg.com/profile_images/974357367340064768/L7YddD_9_normal.jpg,https://pbs.twimg.com/profile_images/974357367340064768/L7YddD_9_normal.jpg
342,dudapotte,1001139054535151616,397,1850,200,163,152.28,84453.27,290.61,200,0.4,0.115,0.035,0.09,0.17,0.08,0.11,28.57,497.67,22.31,3,1.00,http://pbs.twimg.com/profile_images/1007997237992050689/H4J2Hcsh_normal.jpg,https://pbs.twimg.com/profile_images/1007997237992050689/H4J2Hcsh_normal.jpg
343,martr_,904860104629125121,1805,2181,200,176,2754.38,14919760.21,3862.61,200,0.235,0.08,0.06,0.205,0.165,0.11,0.145,28.57,141.39,11.89,0,0.00,http://pbs.twimg.com/profile_images/1005086299072663552/cg3cJRTZ_normal.jpg,https://pbs.twimg.com/profile_images/1005086299072663552/cg3cJRTZ_normal.jpg
344,mariaableim,3233988232,896,675,200,170,223.71,100295.62,316.69,200,0.5,0.0,0.0,0.23,0.105,0.1,0.065,28.57,1058.82,32.54,5,1.25,http://pbs.twimg.com/profile_images/1008487079951650816/_vS0H4TE_normal.jpg,https://pbs.twimg.com/profile_images/1008487079951650816/_vS0H4TE_normal.jpg
345,matheuscunha_z,841847523224489984,473,436,200,172,7547.50,252342880.96,15885.30,200,0.255,0.145,0.08,0.085,0.205,0.08,0.15,28.57,158.53,12.59,11,1.00,http://pbs.twimg.com/profile_images/954289602524778501/Q-9CJjHz_normal.jpg,https://pbs.twimg.com/profile_images/954289602524778501/Q-9CJjHz_normal.jpg
346,MaggYannik,2742865684,276,92,200,170,1475.06,5959889.91,2441.29,200,0.13,0.065,0.075,0.07,0.075,0.255,0.33,28.57,390.53,19.76,7,1.75,http://pbs.twimg.com/profile_images/1008015589552599040/1VO1M6ht_normal.jpg,https://pbs.twimg.com/profile_images/1008015589552599040/1VO1M6ht_normal.jpg
347,NaellyGonalves1,714438674482667520,306,128,200,166,1466.79,9492002.65,3080.91,200,0.11,0.21,0.145,0.175,0.09,0.165,0.105,28.57,64.82,8.05,0,0.00,http://pbs.twimg.com/profile_images/987385217714442240/0uheV0g4_normal.jpg,https://pbs.twimg.com/profile_images/987385217714442240/0uheV0g4_normal.jpg
348,Vihmedeiros7,980117141436411910,1532,1838,200,175,7264.62,157485070.36,12549.31,200,0.095,0.205,0.355,0.08,0.08,0.11,0.075,28.57,369.96,19.23,0,0.00,http://pbs.twimg.com/profile_images/1008569035263565824/S0b51nCl_normal.jpg,https://pbs.twimg.com/profile_images/1008569035263565824/S0b51nCl_normal.jpg
349,carolis__s,525875458,1059,798,200,172,1490.45,4434361.03,2105.79,200,0.255,0.155,0.075,0.11,0.085,0.105,0.215,28.57,162.24,12.74,5,1.67,http://pbs.twimg.com/profile_images/1008105894872313856/PUFRcm8I_normal.jpg,https://pbs.twimg.com/profile_images/1008105894872313856/PUFRcm8I_normal.jpg
350,Vihmedeiros7,980117141436411910,1532,1838,200,175,7264.62,157485070.36,12549.31,200,0.095,0.205,0.355,0.08,0.08,0.11,0.075,28.57,369.96,19.23,0,0.00,http://pbs.twimg.com/profile_images/1008569035263565824/S0b51nCl_normal.jpg,https://pbs.twimg.com/profile_images/1008569035263565824/S0b51nCl_normal.jpg
351,nathipappas,2224971362,538,505,200,163,5101.67,96626363.43,9829.87,200,0.195,0.105,0.16,0.27,0.07,0.135,0.065,28.57,183.10,13.53,4,1.00,http://pbs.twimg.com/profile_images/1002194701410291718/AXt9zh5-_normal.jpg,https://pbs.twimg.com/profile_images/1002194701410291718/AXt9zh5-_normal.jpg
352,CatieleSchilli2,915684726639333377,128,132,200,174,2420.76,18352168.85,4283.94,200,0.225,0.12,0.12,0.125,0.115,0.095,0.2,28.57,82.53,9.08,14,1.00,http://pbs.twimg.com/profile_images/1007130769549152256/SClEbqrv_normal.jpg,https://pbs.twimg.com/profile_images/1007130769549152256/SClEbqrv_normal.jpg
353,Jeffs_Lopez,968454409465290753,1307,1281,200,165,66.36,12008.89,109.59,200,0.005,0.0,0.0,0.73,0.26,0.005,0.0,28.57,2615.39,51.14,26,1.37,http://pbs.twimg.com/profile_images/1007422165275246598/l-1Uio10_normal.jpg,https://pbs.twimg.com/profile_images/1007422165275246598/l-1Uio10_normal.jpg
354,merxdithgrey__,1005145505716998144,333,346,200,162,245.91,107495.27,327.86,200,0.055,0.0,0.015,0.195,0.165,0.255,0.315,28.57,513.67,22.66,12,1.71,http://pbs.twimg.com/profile_images/1008341980471013376/nhC9KwHz_normal.jpg,https://pbs.twimg.com/profile_images/1008341980471013376/nhC9KwHz_normal.jpg
355,biaaancaabr,905183948166266880,233,234,200,161,71.11,11028.96,105.02,200,0.335,0.0,0.0,0.0,0.215,0.11,0.34,28.57,818.82,28.61,1,1.00,http://pbs.twimg.com/profile_images/1008408454745161729/2pQd631s_normal.jpg,https://pbs.twimg.com/profile_images/1008408454745161729/2pQd631s_normal.jpg
356,tayaraamarall,801258287412969472,187,164,200,160,904.74,3065361.87,1750.82,200,0.285,0.07,0.06,0.085,0.155,0.2,0.145,28.57,223.67,14.96,0,0.00,http://pbs.twimg.com/profile_images/1004920823264829441/PCPLCzuj_normal.jpg,https://pbs.twimg.com/profile_images/1004920823264829441/PCPLCzuj_normal.jpg
357,luizartur20101,2844818492,9,122,200,187,31943.02,1782792611.88,42223.13,200,0.215,0.18,0.085,0.14,0.175,0.1,0.105,28.57,81.39,9.02,3,1.00,http://pbs.twimg.com/profile_images/1003436216497397767/EA9ypU2t_normal.jpg,https://pbs.twimg.com/profile_images/1003436216497397767/EA9ypU2t_normal.jpg
358,luanmths_22,1002980516193357824,150,222,200,169,277.07,157702.70,397.12,200,0.175,0.0,0.0,0.045,0.27,0.22,0.29,28.57,543.96,23.32,1,1.00,http://pbs.twimg.com/profile_images/1007480232155189248/Ngt-6KIN_normal.jpg,https://pbs.twimg.com/profile_images/1007480232155189248/Ngt-6KIN_normal.jpg
359,scapinamandaa,866047827373436930,2302,2080,200,173,828.60,592948.60,770.03,200,0.265,0.175,0.07,0.17,0.045,0.105,0.17,28.57,192.82,13.89,1,1.00,http://pbs.twimg.com/profile_images/1006701303232450564/X-3_C29t_normal.jpg,https://pbs.twimg.com/profile_images/1006701303232450564/X-3_C29t_normal.jpg
360,allgayer_3,952723388883177472,151,172,200,162,1146.09,4390860.26,2095.44,200,0.105,0.17,0.19,0.09,0.14,0.19,0.115,28.57,58.24,7.63,1,1.00,http://pbs.twimg.com/profile_images/993986199835566081/H7siAsMj_normal.jpg,https://pbs.twimg.com/profile_images/993986199835566081/H7siAsMj_normal.jpg
361,HrRegis,857493791049224192,367,768,200,164,80.29,13298.56,115.32,200,0.025,0.145,0.19,0.125,0.345,0.105,0.065,28.57,370.24,19.24,6,1.20,http://pbs.twimg.com/profile_images/961102508822355973/kYYzq159_normal.jpg,https://pbs.twimg.com/profile_images/961102508822355973/kYYzq159_normal.jpg
362,ChristinaDbora,716651733557125120,96,101,200,161,1619.22,9531054.60,3087.24,200,0.21,0.125,0.185,0.125,0.135,0.04,0.18,28.57,108.24,10.40,0,0.00,http://pbs.twimg.com/profile_images/973377806649516032/4UJb3G6I_normal.jpg,https://pbs.twimg.com/profile_images/973377806649516032/4UJb3G6I_normal.jpg
363,JliaRib_,876632813826715648,341,230,200,178,25441.33,1186952820.34,34452.18,200,0.12,0.13,0.155,0.225,0.195,0.135,0.04,28.57,119.67,10.94,2,1.00,http://pbs.twimg.com/profile_images/1000534145624395776/WbRi8d84_normal.jpg,https://pbs.twimg.com/profile_images/1000534145624395776/WbRi8d84_normal.jpg
364,Stephan89607140,961640495742095365,345,585,200,160,1787.23,21363310.70,4622.05,200,0.095,0.02,0.245,0.125,0.135,0.2,0.18,28.57,187.67,13.70,2,1.00,http://pbs.twimg.com/profile_images/1006164096767746049/05TN-8os_normal.jpg,https://pbs.twimg.com/profile_images/1006164096767746049/05TN-8os_normal.jpg
365,_Priisciilah,92502263,1762,3657,200,168,185.69,60349.31,245.66,200,0.2,0.0,0.0,0.0,0.345,0.29,0.165,28.57,728.53,26.99,16,1.33,http://pbs.twimg.com/profile_images/1005971272310906887/N3EhipYj_normal.jpg,https://pbs.twimg.com/profile_images/1005971272310906887/N3EhipYj_normal.jpg
366,bitcamilaney,847249407510691840,3375,3229,200,176,107.95,19640.05,140.14,200,0.275,0.135,0.035,0.05,0.17,0.265,0.07,28.57,335.67,18.32,36,1.00,http://pbs.twimg.com/profile_images/1007864652079009792/-Mtc2ELp_normal.jpg,https://pbs.twimg.com/profile_images/1007864652079009792/-Mtc2ELp_normal.jpg
367,FeliixBr,76244771,14629,14023,200,166,448.19,421806.42,649.47,200,0.01,0.0,0.245,0.13,0.245,0.115,0.255,28.57,413.96,20.35,35,1.03,http://pbs.twimg.com/profile_images/995442358941515776/p4Jjs4im_normal.jpg,https://pbs.twimg.com/profile_images/995442358941515776/p4Jjs4im_normal.jpg
368,Matheus52251446,872260793135484929,493,1140,200,168,69.36,5133.66,71.65,200,0.145,0.0,0.01,0.285,0.56,0.0,0.0,28.57,1560.53,39.50,3,1.50,http://pbs.twimg.com/profile_images/1007067409193332736/ME_e5q1M_normal.jpg,https://pbs.twimg.com/profile_images/1007067409193332736/ME_e5q1M_normal.jpg
369,graciel_Macedo,4643183835,1307,3005,200,197,21696.54,983113713.61,31354.64,200,0.175,0.18,0.14,0.14,0.09,0.11,0.165,28.57,38.82,6.23,6,1.00,http://pbs.twimg.com/profile_images/1008499033806131200/VvCh64fs_normal.jpg,https://pbs.twimg.com/profile_images/1008499033806131200/VvCh64fs_normal.jpg
370,LequinhoFaixa,936805091369213952,190,322,200,168,1900.68,10689793.33,3269.52,200,0.115,0.08,0.33,0.13,0.16,0.065,0.12,28.57,267.39,16.35,1,1.00,http://pbs.twimg.com/profile_images/984849156115222528/dC76TpUg_normal.jpg,https://pbs.twimg.com/profile_images/984849156115222528/dC76TpUg_normal.jpg
371,Guilhermepando,586129531,479,217,200,163,138.24,37702.86,194.17,200,0.195,0.075,0.1,0.035,0.065,0.165,0.365,28.57,438.24,20.93,2,1.00,http://pbs.twimg.com/profile_images/1008396326852284423/IZoL-1VB_normal.jpg,https://pbs.twimg.com/profile_images/1008396326852284423/IZoL-1VB_normal.jpg
372,dayfailed,892869606498598912,4496,4522,200,170,4411.06,49763348.68,7054.31,200,0.175,0.135,0.13,0.175,0.105,0.105,0.175,28.57,35.39,5.95,1,1.00,http://pbs.twimg.com/profile_images/1007414668254695424/xa_dswWL_normal.jpg,https://pbs.twimg.com/profile_images/1007414668254695424/xa_dswWL_normal.jpg
373,Lavybarceloss,998230096573091840,4048,3903,200,174,18.70,267.23,16.35,200,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.57,4897.96,69.99,4,1.00,http://pbs.twimg.com/profile_images/1008443339459514368/1dqwOg8-_normal.jpg,https://pbs.twimg.com/profile_images/1008443339459514368/1dqwOg8-_normal.jpg
374,Fabiana02174341,854743274569048069,936,909,200,169,1625.85,5476761.01,2340.25,200,0.145,0.145,0.185,0.09,0.11,0.15,0.175,28.57,38.53,6.21,56,1.19,http://pbs.twimg.com/profile_images/1007450412780269568/3jgLga5z_normal.jpg,https://pbs.twimg.com/profile_images/1007450412780269568/3jgLga5z_normal.jpg
375,buterascacielo,973037113485783040,1406,1606,200,159,250.07,103018.73,320.97,200,0.155,0.15,0.3,0.155,0.075,0.005,0.16,28.57,279.67,16.72,6,1.50,http://pbs.twimg.com/profile_images/1008489185920147457/wcWFW_vJ_normal.jpg,https://pbs.twimg.com/profile_images/1008489185920147457/wcWFW_vJ_normal.jpg
376,journalsbr,828080265314578432,1422,1237,200,169,103.16,18909.37,137.51,200,0.305,0.0,0.0,0.0,0.0,0.0,0.695,28.57,2475.39,49.75,6,1.20,http://pbs.twimg.com/profile_images/1008583371159752704/wZC5ns13_normal.jpg,https://pbs.twimg.com/profile_images/1008583371159752704/wZC5ns13_normal.jpg
377,camposrlucas17,792396469370228737,106,195,200,171,4423.30,50864222.45,7131.92,200,0.15,0.04,0.115,0.095,0.15,0.18,0.27,28.57,178.82,13.37,16,1.78,http://pbs.twimg.com/profile_images/1008105478411431942/4LkEb8_3_normal.jpg,https://pbs.twimg.com/profile_images/1008105478411431942/4LkEb8_3_normal.jpg
378,louvbangtan,742351347488575488,5511,1729,200,172,49.25,2681.15,51.78,200,0.33,0.0,0.0,0.0,0.0,0.13,0.54,28.57,1568.82,39.61,24,1.09,http://pbs.twimg.com/profile_images/1008444361493839874/0GILKhX9_normal.jpg,https://pbs.twimg.com/profile_images/1008444361493839874/0GILKhX9_normal.jpg
379,DalliG08,2669771181,360,923,200,161,393.20,375465.84,612.75,200,0.155,0.09,0.04,0.26,0.17,0.03,0.255,28.57,304.53,17.45,12,1.20,http://pbs.twimg.com/profile_images/1006205889504841728/mk6wDLE3_normal.jpg,https://pbs.twimg.com/profile_images/1006205889504841728/mk6wDLE3_normal.jpg
380,heystea,2241161892,5580,4233,200,169,143.22,32309.68,179.75,200,0.025,0.0,0.0,0.0,0.265,0.11,0.6,28.57,1714.82,41.41,9,2.25,http://pbs.twimg.com/profile_images/1008476964091498497/aQnJW1ff_normal.jpg,https://pbs.twimg.com/profile_images/1008476964091498497/aQnJW1ff_normal.jpg
381,isagoobato,2782134598,8078,3322,200,161,2042.97,16844209.71,4104.17,200,0.51,0.15,0.015,0.055,0.09,0.085,0.095,28.57,956.24,30.92,0,0.00,http://pbs.twimg.com/profile_images/1004058972473602049/ywzfw_OJ_normal.jpg,https://pbs.twimg.com/profile_images/1004058972473602049/ywzfw_OJ_normal.jpg
382,camilammelo_,816097538,624,430,200,161,94.10,10792.16,103.89,200,0.095,0.0,0.03,0.115,0.02,0.175,0.565,28.57,1317.39,36.30,2,1.00,http://pbs.twimg.com/profile_images/1007266698066563072/zrpfS05W_normal.jpg,https://pbs.twimg.com/profile_images/1007266698066563072/zrpfS05W_normal.jpg
383,dorgasmalik,1493397163,3989,2524,200,161,250.06,86571.57,294.23,200,0.035,0.035,0.03,0.085,0.32,0.02,0.475,28.57,1120.82,33.48,17,1.13,http://pbs.twimg.com/profile_images/1007323075212337152/w0NZewUY_normal.jpg,https://pbs.twimg.com/profile_images/1007323075212337152/w0NZewUY_normal.jpg
384,wendley_ofc,939577016805969920,1593,1712,200,160,218.96,81342.22,285.21,200,0.09,0.4,0.045,0.06,0.11,0.055,0.24,28.57,591.96,24.33,5,1.25,http://pbs.twimg.com/profile_images/988474031098728456/wMahDQDb_normal.jpg,https://pbs.twimg.com/profile_images/988474031098728456/wMahDQDb_normal.jpg
385,joaomacchado_,4765929142,3339,2877,200,162,241.52,275399.24,524.78,200,0.26,0.105,0.135,0.1,0.105,0.075,0.22,28.57,165.96,12.88,0,0.00,http://pbs.twimg.com/profile_images/1007440714752552962/Gt590zFH_normal.jpg,https://pbs.twimg.com/profile_images/1007440714752552962/Gt590zFH_normal.jpg
386,purposesmls,789878063223959552,2862,2126,200,165,32.79,1514.16,38.91,200,0.1,0.0,0.0,0.0,0.0,0.0,0.9,28.57,3869.39,62.20,107,2.02,http://pbs.twimg.com/profile_images/1005971531917332480/af_4WGoE_normal.jpg,https://pbs.twimg.com/profile_images/1005971531917332480/af_4WGoE_normal.jpg
387,sarthurei,791254293802262528,5019,4006,200,173,1873.89,5908270.95,2430.69,200,0.08,0.14,0.135,0.095,0.115,0.195,0.24,28.57,109.96,10.49,7,1.40,http://pbs.twimg.com/profile_images/1008513658207592448/mTcGq25m_normal.jpg,https://pbs.twimg.com/profile_images/1008513658207592448/mTcGq25m_normal.jpg
388,omglovato1,950168993054318592,5649,5143,200,174,98.59,12041.33,109.73,200,0.15,0.0,0.0,0.0,0.0,0.0,0.85,28.57,3440.82,58.66,0,0.00,http://pbs.twimg.com/profile_images/1008168887177891841/WYWW-t2K_normal.jpg,https://pbs.twimg.com/profile_images/1008168887177891841/WYWW-t2K_normal.jpg
389,brunassh,4469715743,2760,3970,200,179,32127.38,3394363730.29,58261.17,200,0.18,0.105,0.135,0.09,0.185,0.105,0.2,28.57,69.39,8.33,20,1.54,http://pbs.twimg.com/profile_images/1007405292869574656/axYa7SuV_normal.jpg,https://pbs.twimg.com/profile_images/1007405292869574656/axYa7SuV_normal.jpg
390,blunawn,216741860,6710,7174,200,166,2410.01,19823240.29,4452.33,200,0.125,0.185,0.105,0.09,0.175,0.185,0.135,28.57,52.53,7.25,2,1.00,http://pbs.twimg.com/profile_images/966328021803257856/pSlIYVUz_normal.jpg,https://pbs.twimg.com/profile_images/966328021803257856/pSlIYVUz_normal.jpg
391,AlaneKarolliny,612982269,127,150,200,168,64180.60,11756349930.73,108426.70,200,0.145,0.24,0.225,0.145,0.1,0.1,0.045,28.57,168.24,12.97,12,1.00,http://pbs.twimg.com/profile_images/2353290889/2wyr5nbbaoqzxzvfx61k_normal.jpeg,https://pbs.twimg.com/profile_images/2353290889/2wyr5nbbaoqzxzvfx61k_normal.jpeg
392,leathrmouth,442445678,2126,617,200,155,163.53,112045.18,334.73,200,0.225,0.06,0.0,0.315,0.21,0.16,0.03,28.57,463.96,21.54,20,1.05,http://pbs.twimg.com/profile_images/1008493615360946176/R3J6oWaV_normal.jpg,https://pbs.twimg.com/profile_images/1008493615360946176/R3J6oWaV_normal.jpg
393,mgattiboni,1621561561,649,719,200,172,842.35,1625989.14,1275.14,200,0.11,0.1,0.095,0.23,0.3,0.035,0.13,28.57,281.67,16.78,2,1.00,http://pbs.twimg.com/profile_images/1006379302961729539/K43HK1U3_normal.jpg,https://pbs.twimg.com/profile_images/1006379302961729539/K43HK1U3_normal.jpg
394,Bem_Lokko,617728982,95,428,200,157,1473.76,8817491.93,2969.43,200,0.27,0.13,0.08,0.105,0.05,0.12,0.245,28.57,235.96,15.36,22,1.29,http://pbs.twimg.com/profile_images/1003033222270341121/GtqLzovH_normal.jpg,https://pbs.twimg.com/profile_images/1003033222270341121/GtqLzovH_normal.jpg
395,faultskcc,964390047662223361,3627,3435,200,172,28.35,742.74,27.25,200,0.355,0.0,0.0,0.19,0.0,0.435,0.02,28.57,1193.67,34.55,1,1.00,http://pbs.twimg.com/profile_images/1008571116665876481/5bUe05KO_normal.jpg,https://pbs.twimg.com/profile_images/1008571116665876481/5bUe05KO_normal.jpg
396,gabevaloto,4320361157,1028,755,200,178,31546.16,1973862611.08,44428.17,200,0.19,0.15,0.165,0.185,0.12,0.07,0.12,28.57,62.24,7.89,7,1.40,http://pbs.twimg.com/profile_images/1000554258658484224/KuGbE_D8_normal.jpg,https://pbs.twimg.com/profile_images/1000554258658484224/KuGbE_D8_normal.jpg
