,screen_name,id,followers,friends,number_tweets,number_tweets_intervals,mean_interval_tweets,variance_interval_tweets,standard_deviation_interval_tweets,number_tweets_week,monday_relative_frequence,tuesday_relative_frequence,wednesday_relative_frequence,thursday_relative_frequence,friday_relative_frequence,saturday_relative_frequence,sunday_relative_frequence,mean_day_week,variance_day_week,standard_deviation_day_week,number_hashtags,hashtag_per_tweet,profile_image_url,profile_image_url_https
397,Honoratobiaa,3150227670,230,344,200,171,7283.96,192046750.72,13858.09,200,0.185,0.15,0.095,0.105,0.125,0.155,0.185,28.57,44.53,6.67,4,1.00,http://pbs.twimg.com/profile_images/953003478955290626/g-IWD0wI_normal.jpg,https://pbs.twimg.com/profile_images/953003478955290626/g-IWD0wI_normal.jpg
398,tranquiltybase,113192968,5621,2771,200,171,75.92,9038.52,95.07,200,0.3,0.0,0.0,0.0,0.055,0.19,0.455,28.57,1104.53,33.23,25,1.39,http://pbs.twimg.com/profile_images/1008560433492611072/bsKdRbwx_normal.jpg,https://pbs.twimg.com/profile_images/1008560433492611072/bsKdRbwx_normal.jpg
399,Lz_faixapreta,1008479888561659904,155,555,200,175,6.46,30.92,5.56,200,0.45,0.0,0.0,0.0,0.0,0.0,0.55,28.57,2069.39,45.49,0,0.00,http://pbs.twimg.com/profile_images/1008487056543281160/WRVe8-ww_normal.jpg,https://pbs.twimg.com/profile_images/1008487056543281160/WRVe8-ww_normal.jpg
400,benites_thaina,913739774686564352,187,420,200,188,22661.67,947905167.32,30788.07,200,0.165,0.115,0.19,0.105,0.075,0.17,0.18,28.57,66.53,8.16,4,1.33,http://pbs.twimg.com/profile_images/1007057148818477059/2BQP4n_y_normal.jpg,https://pbs.twimg.com/profile_images/1007057148818477059/2BQP4n_y_normal.jpg
401,_tayasantiago,4878702785,99,393,200,174,6624.05,168503287.26,12980.88,200,0.13,0.15,0.12,0.24,0.13,0.06,0.17,28.57,102.53,10.13,3,1.00,http://pbs.twimg.com/profile_images/1007418821538394113/41RwleAA_normal.jpg,https://pbs.twimg.com/profile_images/1007418821538394113/41RwleAA_normal.jpg
402,Selfish_unknown,901861912840998913,138,634,200,185,42854.04,2757365477.12,52510.62,200,0.155,0.13,0.145,0.105,0.175,0.145,0.145,28.57,15.96,3.99,18,1.80,http://pbs.twimg.com/profile_images/991476704320413696/yUB7dgWh_normal.jpg,https://pbs.twimg.com/profile_images/991476704320413696/yUB7dgWh_normal.jpg
403,thiagovscls,236489083,767,371,200,168,8381.27,305677578.60,17483.64,200,0.145,0.225,0.065,0.06,0.195,0.115,0.195,28.57,147.96,12.16,10,1.11,http://pbs.twimg.com/profile_images/1008196566140772352/rUomaODv_normal.jpg,https://pbs.twimg.com/profile_images/1008196566140772352/rUomaODv_normal.jpg
404,ariel_chief,439474275,1056,2400,200,193,11175.21,180653893.67,13440.75,200,0.23,0.13,0.14,0.085,0.11,0.115,0.19,28.57,86.82,9.32,65,1.38,http://pbs.twimg.com/profile_images/975728464299950080/O_BRVWgv_normal.jpg,https://pbs.twimg.com/profile_images/975728464299950080/O_BRVWgv_normal.jpg
405,Pealcantara340,1612090591,26,313,200,179,55025.81,4321474880.70,65737.93,200,0.09,0.095,0.19,0.13,0.2,0.095,0.2,28.57,93.10,9.65,129,2.26,http://pbs.twimg.com/profile_images/378800000169285861/7f936de372bad98e8f24689f232a70d6_normal.png,https://pbs.twimg.com/profile_images/378800000169285861/7f936de372bad98e8f24689f232a70d6_normal.png
406,CiteinetfIix,337793208,96533,62647,200,161,748.36,1867435.41,1366.54,200,0.245,0.215,0.135,0.085,0.12,0.045,0.155,28.57,167.39,12.94,2,1.00,http://pbs.twimg.com/profile_images/950103493720854529/jJ-J_pTf_normal.jpg,https://pbs.twimg.com/profile_images/950103493720854529/jJ-J_pTf_normal.jpg
407,datterbayo,2800547325,18208,16454,200,167,1211.13,3908188.58,1976.91,200,0.32,0.155,0.075,0.09,0.07,0.035,0.255,28.57,391.10,19.78,3,1.00,http://pbs.twimg.com/profile_images/1005936812601348097/1SbWf26m_normal.jpg,https://pbs.twimg.com/profile_images/1005936812601348097/1SbWf26m_normal.jpg
408,baartt_,744192931066679296,195,733,200,164,1383.07,5981505.06,2445.71,200,0.06,0.2,0.175,0.195,0.065,0.125,0.18,28.57,123.67,11.12,47,1.34,http://pbs.twimg.com/profile_images/865920817422577665/RDI7nwb1_normal.jpg,https://pbs.twimg.com/profile_images/865920817422577665/RDI7nwb1_normal.jpg
409,sansufx,973925074511257605,189,105,200,169,201.21,50390.61,224.48,200,0.0,0.0,0.49,0.43,0.08,0.0,0.0,28.57,1648.82,40.61,75,1.70,http://pbs.twimg.com/profile_images/1005103207964659712/HMOAKMlv_normal.jpg,https://pbs.twimg.com/profile_images/1005103207964659712/HMOAKMlv_normal.jpg
410,thiagoxboxone_x,879429720936501248,161,221,200,167,875.72,1491863.95,1221.42,200,0.04,0.11,0.07,0.125,0.345,0.165,0.145,28.57,335.10,18.31,53,1.29,http://pbs.twimg.com/profile_images/935147392369819648/RksA4P7U_normal.jpg,https://pbs.twimg.com/profile_images/935147392369819648/RksA4P7U_normal.jpg
411,abdton,47695506,109,666,200,175,6495.95,88971360.85,9432.46,200,0.165,0.165,0.185,0.175,0.15,0.095,0.065,28.57,69.67,8.35,57,1.58,http://pbs.twimg.com/profile_images/993365874907209728/wVxjC4Ku_normal.jpg,https://pbs.twimg.com/profile_images/993365874907209728/wVxjC4Ku_normal.jpg
412,Pahbalo,47482168,137,365,200,178,51947.52,5211265177.42,72189.09,200,0.15,0.145,0.115,0.075,0.13,0.19,0.195,28.57,60.24,7.76,31,1.11,http://pbs.twimg.com/profile_images/951945808336875521/FucY0k1t_normal.jpg,https://pbs.twimg.com/profile_images/951945808336875521/FucY0k1t_normal.jpg
413,rodrigoferraz,17582731,515,1764,200,189,54845.28,3275745893.63,57234.13,200,0.16,0.14,0.16,0.165,0.135,0.135,0.105,28.57,15.10,3.89,47,1.42,http://pbs.twimg.com/profile_images/942695246055518208/YeAa5Rvd_normal.jpg,https://pbs.twimg.com/profile_images/942695246055518208/YeAa5Rvd_normal.jpg
414,michelmarinho,49158482,93,510,200,181,140312.91,23914726592.66,154643.87,200,0.075,0.175,0.195,0.17,0.155,0.105,0.125,28.57,62.82,7.93,53,1.32,http://pbs.twimg.com/profile_images/273758049/Michel2_normal.jpg,https://pbs.twimg.com/profile_images/273758049/Michel2_normal.jpg
415,squaare,2253747535,250,310,200,170,946.84,3061248.14,1749.64,200,0.085,0.43,0.035,0.06,0.05,0.105,0.235,28.57,701.96,26.49,47,1.42,http://pbs.twimg.com/profile_images/737525387182252044/XrPornMD_normal.jpg,https://pbs.twimg.com/profile_images/737525387182252044/XrPornMD_normal.jpg
416,Madcle,904803989572788226,25,107,200,173,6131.08,101320363.76,10065.80,200,0.07,0.115,0.085,0.15,0.215,0.235,0.13,28.57,133.39,11.55,16,1.60,http://pbs.twimg.com/profile_images/976637257535942656/e8f_pFkg_normal.jpg,https://pbs.twimg.com/profile_images/976637257535942656/e8f_pFkg_normal.jpg
417,SPFC_Classico,820721224900808704,397,408,200,162,364.55,172469.48,415.29,200,0.065,0.115,0.26,0.11,0.0,0.13,0.32,28.57,420.53,20.51,12,1.33,http://pbs.twimg.com/profile_images/1007093986803240961/YMFqupHf_normal.jpg,https://pbs.twimg.com/profile_images/1007093986803240961/YMFqupHf_normal.jpg
418,daryIdixox,2720270724,2000,545,200,167,33.35,1344.38,36.67,200,0.085,0.0,0.0,0.0,0.0,0.0,0.915,28.57,4009.10,63.32,2,1.00,http://pbs.twimg.com/profile_images/1008153066783281159/KjhXXjnq_normal.jpg,https://pbs.twimg.com/profile_images/1008153066783281159/KjhXXjnq_normal.jpg
419,gabrieelgobbi,329797348,398,703,200,167,849.93,3524572.40,1877.38,200,0.17,0.1,0.095,0.105,0.03,0.255,0.245,28.57,240.24,15.50,11,1.22,http://pbs.twimg.com/profile_images/1005652016876662784/nbBVMgo7_normal.jpg,https://pbs.twimg.com/profile_images/1005652016876662784/nbBVMgo7_normal.jpg
420,crfvisca,926180420995121153,6878,300,200,165,89.90,9857.66,99.29,200,0.09,0.015,0.095,0.17,0.225,0.39,0.015,28.57,607.67,24.65,14,1.75,http://pbs.twimg.com/profile_images/1008492519213199360/Ryx1i4b6_normal.jpg,https://pbs.twimg.com/profile_images/1008492519213199360/Ryx1i4b6_normal.jpg
421,iniesta8infinit,894740191612739584,8796,8576,200,162,1590.06,12498722.30,3535.35,200,0.105,0.135,0.095,0.095,0.11,0.105,0.355,28.57,306.24,17.50,32,1.19,http://pbs.twimg.com/profile_images/998301509392613377/-964hvnQ_normal.jpg,https://pbs.twimg.com/profile_images/998301509392613377/-964hvnQ_normal.jpg
422,_Rafaell787,901888225588994049,450,1392,200,163,431.12,350350.00,591.90,200,0.035,0.065,0.135,0.06,0.11,0.155,0.44,28.57,652.24,25.54,14,1.40,http://pbs.twimg.com/profile_images/1008465811483320320/mjzYgsQQ_normal.jpg,https://pbs.twimg.com/profile_images/1008465811483320320/mjzYgsQQ_normal.jpg
423,_cwrinthians,887872419527929856,2066,1207,200,173,136.96,22932.71,151.44,200,0.005,0.0,0.0,0.425,0.055,0.365,0.15,28.57,1123.10,33.51,11,1.22,http://pbs.twimg.com/profile_images/1008163591843995648/FuPkAJrX_normal.jpg,https://pbs.twimg.com/profile_images/1008163591843995648/FuPkAJrX_normal.jpg
424,fuckwithnigga,187642020,17328,9251,200,170,18.64,228.43,15.11,200,0.61,0.0,0.0,0.0,0.0,0.0,0.39,28.57,2179.10,46.68,41,1.17,http://pbs.twimg.com/profile_images/1007631130240135169/dXjKtxVa_normal.jpg,https://pbs.twimg.com/profile_images/1007631130240135169/dXjKtxVa_normal.jpg
425,Andreg1903,1072698012,10648,8829,200,169,183.44,30834.95,175.60,200,0.165,0.0,0.0,0.0,0.06,0.505,0.27,28.57,1233.67,35.12,11,2.20,http://pbs.twimg.com/profile_images/1008199060648538112/3baxUoj8_normal.jpg,https://pbs.twimg.com/profile_images/1008199060648538112/3baxUoj8_normal.jpg
426,santistwa,298055231,4499,1720,200,173,60.30,3086.57,55.56,200,0.64,0.0,0.0,0.0,0.0,0.0,0.36,28.57,2264.82,47.59,3,1.00,http://pbs.twimg.com/profile_images/1008108351899754502/JhxxoRNJ_normal.jpg,https://pbs.twimg.com/profile_images/1008108351899754502/JhxxoRNJ_normal.jpg
427,internxcional,823769316218834944,1016,364,200,171,75.81,4082.39,63.89,200,0.235,0.0,0.0,0.0,0.0,0.0,0.765,28.57,2843.39,53.32,3,1.00,http://pbs.twimg.com/profile_images/1008380098473611264/zsPVw7t0_normal.jpg,https://pbs.twimg.com/profile_images/1008380098473611264/zsPVw7t0_normal.jpg
428,irthycs,219707162,1297,4446,200,172,1587.59,9134276.04,3022.30,200,0.11,0.07,0.22,0.11,0.125,0.23,0.135,28.57,122.24,11.06,14,1.27,http://pbs.twimg.com/profile_images/850046835381219328/X71Lfmoe_normal.jpg,https://pbs.twimg.com/profile_images/850046835381219328/X71Lfmoe_normal.jpg
429,braziIeirx,956556989663989760,287,225,200,180,34.39,981.39,31.33,200,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.57,4897.96,69.99,7,1.40,http://pbs.twimg.com/profile_images/1008503840981897216/0wuG4d-J_normal.jpg,https://pbs.twimg.com/profile_images/1008503840981897216/0wuG4d-J_normal.jpg
430,potterhalder,565078458,5092,3046,200,179,8242.55,134443951.21,11595.00,200,0.205,0.11,0.065,0.08,0.19,0.205,0.145,28.57,120.24,10.97,8,1.33,http://pbs.twimg.com/profile_images/1008465957289947136/KjCi0zxe_normal.jpg,https://pbs.twimg.com/profile_images/1008465957289947136/KjCi0zxe_normal.jpg
431,fluxopcy,1477594669,8671,2291,200,179,75.48,5467.62,73.94,200,0.06,0.0,0.0,0.0,0.0,0.0,0.94,28.57,4253.39,65.22,4,1.33,http://pbs.twimg.com/profile_images/1007062923028594696/-jKkwduz_normal.jpg,https://pbs.twimg.com/profile_images/1007062923028594696/-jKkwduz_normal.jpg
432,whyanp_,824718999120384000,215,221,200,170,5435.95,80240598.73,8957.71,200,0.125,0.075,0.05,0.105,0.275,0.19,0.18,28.57,205.96,14.35,47,1.21,http://pbs.twimg.com/profile_images/1003426111760498688/ebAaK3Xs_normal.jpg,https://pbs.twimg.com/profile_images/1003426111760498688/ebAaK3Xs_normal.jpg
433,tricolwr,448519577,6299,3493,200,172,37.55,1854.69,43.07,200,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.57,4897.96,69.99,1,1.00,http://pbs.twimg.com/profile_images/1006325440468877314/hqtX1zmT_normal.jpg,https://pbs.twimg.com/profile_images/1006325440468877314/hqtX1zmT_normal.jpg
434,viknigs,2857449593,2526,60,200,173,378.43,233736.35,483.46,200,0.16,0.005,0.12,0.26,0.09,0.07,0.295,28.57,370.24,19.24,8,1.33,http://pbs.twimg.com/profile_images/1008514638194110465/9Ps-qwl7_normal.jpg,https://pbs.twimg.com/profile_images/1008514638194110465/9Ps-qwl7_normal.jpg
435,mariacciarini,1008005206704033792,217,241,200,166,77.70,5929.56,77.00,200,0.64,0.0,0.0,0.0,0.0,0.0,0.36,28.57,2264.82,47.59,0,0.00,http://pbs.twimg.com/profile_images/1008006263328960513/TsC6oU0i_normal.jpg,https://pbs.twimg.com/profile_images/1008006263328960513/TsC6oU0i_normal.jpg
436,scintter,938229493633896449,708,724,200,163,705.55,1500334.00,1224.88,200,0.06,0.23,0.245,0.19,0.055,0.025,0.195,28.57,293.96,17.15,6,1.20,http://pbs.twimg.com/profile_images/1005879619810152451/aV8WapHN_normal.jpg,https://pbs.twimg.com/profile_images/1005879619810152451/aV8WapHN_normal.jpg
437,draxlxr,328677701,1074,583,200,176,82.73,9154.38,95.68,200,0.57,0.0,0.0,0.0,0.0,0.0,0.43,28.57,2096.82,45.79,4,1.33,http://pbs.twimg.com/profile_images/1007811939811102721/jeGEke79_normal.jpg,https://pbs.twimg.com/profile_images/1007811939811102721/jeGEke79_normal.jpg
438,grwmiofcb,822677079284129792,6191,6129,200,168,489.47,428569.65,654.65,200,0.025,0.065,0.105,0.115,0.185,0.205,0.3,28.57,299.96,17.32,2,1.00,http://pbs.twimg.com/profile_images/1006386781611286528/uU2ocnlZ_normal.jpg,https://pbs.twimg.com/profile_images/1006386781611286528/uU2ocnlZ_normal.jpg
439,meninodaentrega,871457985167491073,247,328,200,174,3991.48,37280339.50,6105.76,200,0.185,0.17,0.14,0.19,0.12,0.09,0.105,28.57,54.24,7.37,20,1.67,http://pbs.twimg.com/profile_images/914617397851643904/eGK_hvj4_normal.jpg,https://pbs.twimg.com/profile_images/914617397851643904/eGK_hvj4_normal.jpg
440,bizlermcf,954005552463532033,828,493,200,176,150.59,28335.45,168.33,200,0.065,0.32,0.175,0.38,0.0,0.06,0.0,28.57,813.67,28.52,0,0.00,http://pbs.twimg.com/profile_images/1008097705426550784/1z9nBWzg_normal.jpg,https://pbs.twimg.com/profile_images/1008097705426550784/1z9nBWzg_normal.jpg
441,scithany,972575413011656705,333,315,200,173,494.30,517713.14,719.52,200,0.04,0.0,0.0,0.135,0.25,0.3,0.275,28.57,600.53,24.51,13,1.30,http://pbs.twimg.com/profile_images/1007830925525299201/33QuYelE_normal.jpg,https://pbs.twimg.com/profile_images/1007830925525299201/33QuYelE_normal.jpg
442,jmrcrf,996695493756575744,199,154,200,164,109.89,26946.13,164.15,200,0.16,0.0,0.0,0.085,0.32,0.165,0.27,28.57,528.53,22.99,8,1.14,http://pbs.twimg.com/profile_images/1007238317321179143/-cUwiB8u_normal.jpg,https://pbs.twimg.com/profile_images/1007238317321179143/-cUwiB8u_normal.jpg
443,flamwdrid,71846074,2385,690,200,164,114.48,14440.21,120.17,200,0.2,0.0,0.0,0.0,0.1,0.25,0.45,28.57,983.67,31.36,1,1.00,http://pbs.twimg.com/profile_images/1007107867281801216/9Qp0q1Nq_normal.jpg,https://pbs.twimg.com/profile_images/1007107867281801216/9Qp0q1Nq_normal.jpg
444,victincrf,3226184717,1871,1442,200,178,264.75,88493.24,297.48,200,0.175,0.0,0.0,0.0,0.0,0.335,0.49,28.57,1371.96,37.04,6,1.20,http://pbs.twimg.com/profile_images/1008066349480972288/qL9OHY2r_normal.jpg,https://pbs.twimg.com/profile_images/1008066349480972288/qL9OHY2r_normal.jpg
445,sheilabf_2011,311709372,201,454,200,155,1446.92,8791810.07,2965.10,200,0.09,0.045,0.06,0.235,0.02,0.21,0.34,28.57,492.53,22.19,69,1.44,http://pbs.twimg.com/profile_images/888841745928269824/fWRTbeTL_normal.jpg,https://pbs.twimg.com/profile_images/888841745928269824/fWRTbeTL_normal.jpg
446,spfclwbe,978372502673031169,1308,1001,200,165,264.44,69674.10,263.96,200,0.055,0.0,0.0,0.0,0.195,0.45,0.3,28.57,1089.67,33.01,18,1.50,http://pbs.twimg.com/profile_images/1007644007856566272/CuBmcfml_normal.jpg,https://pbs.twimg.com/profile_images/1007644007856566272/CuBmcfml_normal.jpg
447,crfbru_,702633621912428545,1289,945,200,170,114.10,13065.63,114.30,200,0.09,0.0,0.0,0.0,0.0,0.34,0.57,28.57,1747.10,41.80,5,1.00,http://pbs.twimg.com/profile_images/1008502471113756673/NRjOBAHH_normal.jpg,https://pbs.twimg.com/profile_images/1008502471113756673/NRjOBAHH_normal.jpg
448,itbarceIona,1588948988,1333,715,200,174,54.76,4589.71,67.75,200,0.11,0.0,0.0,0.0,0.0,0.0,0.89,28.57,3779.10,61.47,9,1.29,http://pbs.twimg.com/profile_images/1008187291104358401/oTK2l0SB_normal.jpg,https://pbs.twimg.com/profile_images/1008187291104358401/oTK2l0SB_normal.jpg
449,wftbarbara,935958418648649729,134,96,200,179,5649.03,65824195.37,8113.21,200,0.215,0.11,0.175,0.075,0.13,0.09,0.205,28.57,107.10,10.35,1,1.00,http://pbs.twimg.com/profile_images/1003280021048451072/D5KGpnml_normal.jpg,https://pbs.twimg.com/profile_images/1003280021048451072/D5KGpnml_normal.jpg
450,caroline1_gomes,3290356587,1662,926,200,176,571.51,693418.33,832.72,200,0.01,0.265,0.2,0.255,0.045,0.1,0.125,28.57,343.67,18.54,1,1.00,http://pbs.twimg.com/profile_images/1007250059346563072/oopupYrK_normal.jpg,https://pbs.twimg.com/profile_images/1007250059346563072/oopupYrK_normal.jpg
451,shwnjuu,870023678494466054,953,1331,200,166,211.70,82023.89,286.40,200,0.08,0.0,0.0,0.065,0.19,0.405,0.26,28.57,774.24,27.83,57,1.73,http://pbs.twimg.com/profile_images/1005877869879406592/GehTlYVo_normal.jpg,https://pbs.twimg.com/profile_images/1005877869879406592/GehTlYVo_normal.jpg
452,sSuellen0137,934159537715728384,168,296,200,169,40.30,2703.98,52.00,200,0.24,0.0,0.0,0.0,0.0,0.285,0.475,28.57,1266.24,35.58,3,1.00,http://pbs.twimg.com/profile_images/1001366756642959360/KG2ZxxYL_normal.jpg,https://pbs.twimg.com/profile_images/1001366756642959360/KG2ZxxYL_normal.jpg
453,AndressaCoelh8,4099722653,283,167,200,177,15007.27,578888894.48,24060.11,200,0.13,0.08,0.095,0.045,0.1,0.15,0.4,28.57,479.96,21.91,0,0.00,http://pbs.twimg.com/profile_images/1003356066191761408/pg5UqUB9_normal.jpg,https://pbs.twimg.com/profile_images/1003356066191761408/pg5UqUB9_normal.jpg
454,welersonandes,771477433,1965,1452,200,169,19338.80,1276320526.08,35725.63,200,0.13,0.11,0.12,0.135,0.11,0.21,0.185,28.57,52.53,7.25,70,1.04,http://pbs.twimg.com/profile_images/1001093840953118721/3r_Ddy5o_normal.jpg,https://pbs.twimg.com/profile_images/1001093840953118721/3r_Ddy5o_normal.jpg
455,venknorafa,268334769,8609,2634,200,166,484.49,946673.89,972.97,200,0.2,0.05,0.095,0.325,0.15,0.04,0.14,28.57,331.39,18.20,1,1.00,http://pbs.twimg.com/profile_images/983016758415122432/VfBQnPUG_normal.jpg,https://pbs.twimg.com/profile_images/983016758415122432/VfBQnPUG_normal.jpg
456,Drewzadaa,709722292935380992,538,558,200,169,37.15,1366.38,36.96,200,0.05,0.0,0.0,0.0,0.0,0.295,0.655,28.57,2146.82,46.33,21,1.31,http://pbs.twimg.com/profile_images/1007295796746874880/sf4jWFWP_normal.jpg,https://pbs.twimg.com/profile_images/1007295796746874880/sf4jWFWP_normal.jpg
457,constantini_liv,946121223301365762,215,139,200,170,51.36,3612.77,60.11,200,0.205,0.0,0.0,0.0,0.0,0.0,0.795,28.57,3035.39,55.09,2,1.00,http://pbs.twimg.com/profile_images/1000237611200413698/Aii0zVx1_normal.jpg,https://pbs.twimg.com/profile_images/1000237611200413698/Aii0zVx1_normal.jpg
458,jacomasssi,2611140005,2073,1757,200,162,66.38,10922.51,104.51,200,0.235,0.0,0.01,0.08,0.04,0.26,0.375,28.57,735.39,27.12,0,0.00,http://pbs.twimg.com/profile_images/1008701024926945280/OpQAsvUT_normal.jpg,https://pbs.twimg.com/profile_images/1008701024926945280/OpQAsvUT_normal.jpg
459,Giih98604794,879770732686962688,258,350,200,163,1500.04,9342519.31,3056.55,200,0.135,0.105,0.245,0.075,0.1,0.185,0.155,28.57,115.96,10.77,2,1.00,http://pbs.twimg.com/profile_images/997230183991013376/nqCfaOXl_normal.jpg,https://pbs.twimg.com/profile_images/997230183991013376/nqCfaOXl_normal.jpg
460,crvg_geo,858426943775133697,909,766,200,164,1909.83,9877425.32,3142.84,200,0.195,0.115,0.115,0.135,0.07,0.075,0.295,28.57,213.67,14.62,1,1.00,http://pbs.twimg.com/profile_images/997949343322652672/a0QAWKqF_normal.jpg,https://pbs.twimg.com/profile_images/997949343322652672/a0QAWKqF_normal.jpg
461,psicolov,2580713911,2599,2242,200,165,287.08,213060.15,461.58,200,0.395,0.235,0.06,0.12,0.04,0.095,0.055,28.57,571.67,23.91,1,1.00,http://pbs.twimg.com/profile_images/1006344604134920193/2E3dw7iH_normal.jpg,https://pbs.twimg.com/profile_images/1006344604134920193/2E3dw7iH_normal.jpg
462,anninhabrunn,4046693997,1356,985,200,178,406.65,255356.64,505.33,200,0.185,0.0,0.0,0.0,0.105,0.245,0.465,28.57,1020.82,31.95,11,1.00,http://pbs.twimg.com/profile_images/1008663928006762496/1hdnN32u_normal.jpg,https://pbs.twimg.com/profile_images/1008663928006762496/1hdnN32u_normal.jpg
463,Gabjkjkk,865279654374105089,346,283,200,169,5949.44,101044575.69,10052.09,200,0.155,0.05,0.14,0.11,0.1,0.235,0.21,28.57,141.10,11.88,0,0.00,http://pbs.twimg.com/profile_images/1007752464446214144/5uE5MMSI_normal.jpg,https://pbs.twimg.com/profile_images/1007752464446214144/5uE5MMSI_normal.jpg
464,bigasparoto,889984662696845312,182,444,200,154,445.60,1508579.93,1228.24,200,0.225,0.195,0.11,0.1,0.22,0.08,0.07,28.57,157.67,12.56,2,1.00,http://pbs.twimg.com/profile_images/1004805500737937408/wsE0mx9L_normal.jpg,https://pbs.twimg.com/profile_images/1004805500737937408/wsE0mx9L_normal.jpg
465,neybijujr,947896021060898818,422,160,200,169,61.76,4551.40,67.46,200,0.22,0.0,0.0,0.0,0.005,0.24,0.535,28.57,1425.10,37.75,32,1.14,http://pbs.twimg.com/profile_images/1008683657698127873/zTV9Vv5a_normal.jpg,https://pbs.twimg.com/profile_images/1008683657698127873/zTV9Vv5a_normal.jpg
466,eucarolinni,876465365706039297,311,51,200,177,145.93,34549.51,185.87,200,0.305,0.0,0.0,0.0,0.0,0.0,0.695,28.57,2475.39,49.75,3,1.00,http://pbs.twimg.com/profile_images/1008449268779245569/-t4GiUT8_normal.jpg,https://pbs.twimg.com/profile_images/1008449268779245569/-t4GiUT8_normal.jpg
467,wittfilho,766191397,77656,66351,200,194,17913.59,497914504.72,22314.00,200,0.165,0.19,0.115,0.12,0.135,0.11,0.165,28.57,32.24,5.68,33,1.10,http://pbs.twimg.com/profile_images/954946161370128384/S-rN2jBR_normal.jpg,https://pbs.twimg.com/profile_images/954946161370128384/S-rN2jBR_normal.jpg
468,Pamebeija,194228846,10965,11156,200,162,179.56,70298.74,265.14,200,0.12,0.0,0.0,0.14,0.555,0.065,0.12,28.57,1244.53,35.28,1,1.00,http://pbs.twimg.com/profile_images/1004530855530893312/7tfwjM6C_normal.jpg,https://pbs.twimg.com/profile_images/1004530855530893312/7tfwjM6C_normal.jpg
469,souvodka,227678669,366406,93707,200,196,28949.46,758769839.84,27545.78,200,0.125,0.13,0.105,0.17,0.19,0.125,0.155,28.57,30.53,5.53,0,0.00,http://pbs.twimg.com/profile_images/898347225306279940/kvTNGDLD_normal.jpg,https://pbs.twimg.com/profile_images/898347225306279940/kvTNGDLD_normal.jpg
470,aquanepf,928778641214988288,3989,3821,200,180,16719.74,632233290.28,25144.25,200,0.23,0.195,0.09,0.125,0.145,0.115,0.1,28.57,91.67,9.57,5,1.00,http://pbs.twimg.com/profile_images/1007418980716433408/wxBdVJiG_normal.jpg,https://pbs.twimg.com/profile_images/1007418980716433408/wxBdVJiG_normal.jpg
471,eai_rafaella,1002340798841675776,245,141,200,172,99.72,12367.36,111.21,200,0.0,0.0,0.165,0.065,0.225,0.125,0.42,28.57,749.96,27.39,1,1.00,http://pbs.twimg.com/profile_images/1005880926264492034/gAA-kPJ-_normal.jpg,https://pbs.twimg.com/profile_images/1005880926264492034/gAA-kPJ-_normal.jpg
472,xjuniorsoares,2366366102,6097,3268,200,170,142.92,26737.59,163.52,200,0.075,0.0,0.0,0.1,0.32,0.125,0.38,28.57,772.53,27.79,41,1.02,http://pbs.twimg.com/profile_images/1002626359603195904/do2xzWJF_normal.jpg,https://pbs.twimg.com/profile_images/1002626359603195904/do2xzWJF_normal.jpg
473,pqpauri,2722018648,15626,13931,200,176,4130.55,20250298.96,4500.03,200,0.105,0.095,0.13,0.06,0.225,0.16,0.225,28.57,140.24,11.84,3,1.00,http://pbs.twimg.com/profile_images/1007467669304508416/MCNtyE10_normal.jpg,https://pbs.twimg.com/profile_images/1007467669304508416/MCNtyE10_normal.jpg
474,ovalehomo,915911164290314240,3549,3793,200,174,2938.75,23457206.39,4843.26,200,0.105,0.245,0.12,0.19,0.04,0.175,0.125,28.57,151.67,12.32,5,1.25,http://pbs.twimg.com/profile_images/1007817586086641664/a0-TJ7uO_normal.jpg,https://pbs.twimg.com/profile_images/1007817586086641664/a0-TJ7uO_normal.jpg
475,MilenaBomjardi2,852913693994221569,236,449,200,178,63021.02,6161123049.53,78492.82,200,0.18,0.11,0.13,0.115,0.185,0.12,0.16,28.57,34.24,5.85,0,0.00,http://pbs.twimg.com/profile_images/1008293331154202625/wD34dPId_normal.jpg,https://pbs.twimg.com/profile_images/1008293331154202625/wD34dPId_normal.jpg
476,Laviisx,934634505813528577,1118,2870,200,176,40.05,2616.15,51.15,200,0.32,0.0,0.0,0.0,0.0,0.0,0.68,28.57,2411.10,49.10,3,1.00,http://pbs.twimg.com/profile_images/1008388790560481280/13mF_xs__normal.jpg,https://pbs.twimg.com/profile_images/1008388790560481280/13mF_xs__normal.jpg
477,thaaydluna,4013931160,15419,14930,200,170,1526.35,4029442.04,2007.35,200,0.07,0.04,0.16,0.23,0.105,0.115,0.28,28.57,255.96,16.00,1,1.00,http://pbs.twimg.com/profile_images/1008118172317253632/AB9XJRT-_normal.jpg,https://pbs.twimg.com/profile_images/1008118172317253632/AB9XJRT-_normal.jpg
478,bnicioriche,548133965,26455,20402,200,159,2719.45,17318454.07,4161.54,200,0.155,0.075,0.09,0.145,0.115,0.22,0.2,28.57,100.24,10.01,2,1.00,http://pbs.twimg.com/profile_images/1007736546383065088/Nlt0MtQk_normal.jpg,https://pbs.twimg.com/profile_images/1007736546383065088/Nlt0MtQk_normal.jpg
