,screen_name,id,followers,friends,number_tweets,number_tweets_intervals,mean_interval_tweets,variance_interval_tweets,standard_deviation_interval_tweets,number_tweets_week,monday_relative_frequence,tuesday_relative_frequence,wednesday_relative_frequence,thursday_relative_frequence,friday_relative_frequence,saturday_relative_frequence,sunday_relative_frequence,mean_day_week,variance_day_week,standard_deviation_day_week,number_hashtags,hashtag_per_tweet,profile_image_url,profile_image_url_https
394,Yan_Gerrard17,812766675124846592,176,256,200,168,110.65,15174.76,123.19,200,0.0,0.0,0.0,0.085,0.915,0.0,0.0,28.57,4009.10,63.32,14,1.17,http://pbs.twimg.com/profile_images/1007423459897544704/C6jm9dTW_normal.jpg,https://pbs.twimg.com/profile_images/1007423459897544704/C6jm9dTW_normal.jpg
395,SantosDaye5,4260078455,1067,849,200,180,253.88,112339.87,335.17,200,0.265,0.245,0.25,0.215,0.025,0.0,0.0,28.57,552.82,23.51,2,1.00,http://pbs.twimg.com/profile_images/1005571917867253760/aYtuREc3_normal.jpg,https://pbs.twimg.com/profile_images/1005571917867253760/aYtuREc3_normal.jpg
396,melgacopriscila,915614482788945921,282,340,200,163,791.44,1254801.94,1120.18,200,0.155,0.13,0.13,0.23,0.155,0.045,0.155,28.57,102.53,10.13,11,1.83,http://pbs.twimg.com/profile_images/1007053228201168896/8sNJ9Scj_normal.jpg,https://pbs.twimg.com/profile_images/1007053228201168896/8sNJ9Scj_normal.jpg
397,luanjodrew,245547065,21154,16511,200,170,110.96,17702.62,133.05,200,0.0,0.0,0.0,0.04,0.96,0.0,0.0,28.57,4459.10,66.78,1,1.00,http://pbs.twimg.com/profile_images/1007248859519733760/uEj48HvI_normal.jpg,https://pbs.twimg.com/profile_images/1007248859519733760/uEj48HvI_normal.jpg
398,mabruce_,191996836,26426,24806,200,164,942.76,3456668.97,1859.21,200,0.06,0.22,0.08,0.1,0.395,0.055,0.09,28.57,529.67,23.01,3,1.00,http://pbs.twimg.com/profile_images/987128991357292544/yKGjhuAt_normal.jpg,https://pbs.twimg.com/profile_images/987128991357292544/yKGjhuAt_normal.jpg
399,Teteu_Fox,960694501911261185,654,1584,200,164,249.66,239387.91,489.27,200,0.03,0.12,0.04,0.17,0.24,0.095,0.305,28.57,357.67,18.91,16,2.00,http://pbs.twimg.com/profile_images/1005333526718353408/TskCnboc_normal.jpg,https://pbs.twimg.com/profile_images/1005333526718353408/TskCnboc_normal.jpg
400,Rawelr7,844251822273576965,454,293,200,186,40230.06,2055486520.07,45337.47,200,0.195,0.135,0.14,0.225,0.125,0.085,0.095,28.57,88.53,9.41,3,1.00,http://pbs.twimg.com/profile_images/1007670942007529474/4xZcLSIU_normal.jpg,https://pbs.twimg.com/profile_images/1007670942007529474/4xZcLSIU_normal.jpg
401,Matheus_Nandes4,836401821123919873,295,223,200,173,2128.36,9938015.37,3152.46,200,0.14,0.075,0.31,0.14,0.125,0.13,0.08,28.57,211.39,14.54,6,2.00,http://pbs.twimg.com/profile_images/1004216918381858817/xROQZSdZ_normal.jpg,https://pbs.twimg.com/profile_images/1004216918381858817/xROQZSdZ_normal.jpg
402,lorenanamelo,3245159554,202,181,200,167,15172.07,1024575500.62,32008.99,200,0.12,0.1,0.15,0.12,0.155,0.145,0.21,28.57,43.39,6.59,3,1.00,http://pbs.twimg.com/profile_images/988029089318690816/5uO6IAOY_normal.jpg,https://pbs.twimg.com/profile_images/988029089318690816/5uO6IAOY_normal.jpg
403,TsDepre,956194372386770945,351,237,200,170,2251.38,22716901.18,4766.23,200,0.04,0.105,0.065,0.31,0.235,0.105,0.14,28.57,319.67,17.88,60,1.05,http://pbs.twimg.com/profile_images/1007730881228935169/4yFrjIEq_normal.jpg,https://pbs.twimg.com/profile_images/1007730881228935169/4yFrjIEq_normal.jpg
404,Andinffc_,712519215069151232,1236,1229,200,174,351.64,223592.18,472.86,200,0.11,0.11,0.055,0.205,0.29,0.0,0.23,28.57,362.24,19.03,9,3.00,http://pbs.twimg.com/profile_images/1007366574314016769/9mE8XvxX_normal.jpg,https://pbs.twimg.com/profile_images/1007366574314016769/9mE8XvxX_normal.jpg
405,mvamattos,1032468115,70,432,200,168,430.13,560277.42,748.52,200,0.08,0.165,0.125,0.3,0.195,0.005,0.13,28.57,293.39,17.13,6,1.00,http://pbs.twimg.com/profile_images/1005856944001896449/ecZ_z7rH_normal.jpg,https://pbs.twimg.com/profile_images/1005856944001896449/ecZ_z7rH_normal.jpg
406,fabinhobarbosa1,726471428850241536,202,418,200,159,478.20,321215.95,566.76,200,0.1,0.25,0.095,0.16,0.105,0.25,0.04,28.57,225.10,15.00,31,1.29,http://pbs.twimg.com/profile_images/849677019805663232/nP4idpb2_normal.jpg,https://pbs.twimg.com/profile_images/849677019805663232/nP4idpb2_normal.jpg
407,davysantos2018,789829728202960896,236,453,200,182,12891.96,347183457.05,18632.86,200,0.13,0.155,0.145,0.135,0.215,0.085,0.135,28.57,51.39,7.17,9,1.12,http://pbs.twimg.com/profile_images/999278516171505664/gcIwPnIT_normal.jpg,https://pbs.twimg.com/profile_images/999278516171505664/gcIwPnIT_normal.jpg
408,iz_sander,401617113,78931,38935,200,179,45011.69,1970837849.45,44394.12,200,0.12,0.185,0.1,0.205,0.145,0.14,0.105,28.57,53.96,7.35,0,0.00,http://pbs.twimg.com/profile_images/1007587903130742785/ICZw8KFy_normal.jpg,https://pbs.twimg.com/profile_images/1007587903130742785/ICZw8KFy_normal.jpg
409,anndressadiass_,991665162850590720,54,143,200,172,343.40,240627.41,490.54,200,0.075,0.135,0.27,0.235,0.285,0.0,0.0,28.57,516.24,22.72,6,1.00,http://pbs.twimg.com/profile_images/998312580564238336/Qh7o6b3K_normal.jpg,https://pbs.twimg.com/profile_images/998312580564238336/Qh7o6b3K_normal.jpg
410,TheDalepiane,853300539634876418,537,602,200,182,22070.56,1182181079.48,34382.86,200,0.135,0.13,0.115,0.21,0.09,0.19,0.13,28.57,61.10,7.82,1,1.00,http://pbs.twimg.com/profile_images/1004754003178246146/E6XS9Z8n_normal.jpg,https://pbs.twimg.com/profile_images/1004754003178246146/E6XS9Z8n_normal.jpg
411,lLOVENAMORADOS,2893724681,55580,19337,200,190,21868.12,653023321.02,25554.32,200,0.12,0.135,0.195,0.145,0.18,0.12,0.105,28.57,37.96,6.16,0,0.00,http://pbs.twimg.com/profile_images/1000005556508221442/Jbwq8jwZ_normal.jpg,https://pbs.twimg.com/profile_images/1000005556508221442/Jbwq8jwZ_normal.jpg
412,falaisapatao,737525820046987265,13233,8586,200,169,829.80,1781783.28,1334.83,200,0.085,0.15,0.08,0.22,0.23,0.06,0.175,28.57,164.53,12.83,9,1.00,http://pbs.twimg.com/profile_images/897235567095820288/gsYgBpxf_normal.jpg,https://pbs.twimg.com/profile_images/897235567095820288/gsYgBpxf_normal.jpg
413,VulgoMarlintr,950417179849175044,2001,1547,200,170,73.32,7178.82,84.73,200,0.28,0.095,0.255,0.235,0.12,0.0,0.015,28.57,453.96,21.31,0,0.00,http://pbs.twimg.com/profile_images/1001114878692687878/QoNKP1j9_normal.jpg,https://pbs.twimg.com/profile_images/1001114878692687878/QoNKP1j9_normal.jpg
414,gabrivzx,2404094977,172,75,200,166,359.03,197143.57,444.01,200,0.05,0.085,0.15,0.05,0.14,0.42,0.105,28.57,565.10,23.77,1,1.00,http://pbs.twimg.com/profile_images/1006403200826605568/si5K61hz_normal.jpg,https://pbs.twimg.com/profile_images/1006403200826605568/si5K61hz_normal.jpg
415,Jeffer_Sch,829764871059283973,410,894,200,178,1678.57,5530220.56,2351.64,200,0.155,0.155,0.295,0.125,0.21,0.035,0.025,28.57,307.39,17.53,4,4.00,http://pbs.twimg.com/profile_images/998608936885338112/QW6lmVFv_normal.jpg,https://pbs.twimg.com/profile_images/998608936885338112/QW6lmVFv_normal.jpg
416,SamuelB88473675,1000898949560131584,174,267,200,160,57.66,4376.92,66.16,200,0.57,0.045,0.155,0.065,0.015,0.0,0.15,28.57,1343.10,36.65,6,1.20,http://pbs.twimg.com/profile_images/1005788440896724992/ESnMgwDL_normal.jpg,https://pbs.twimg.com/profile_images/1005788440896724992/ESnMgwDL_normal.jpg
417,_Sukaza,704083103120285696,1552,2847,200,170,11351.69,454681962.56,21323.27,200,0.065,0.165,0.255,0.245,0.06,0.085,0.125,28.57,229.10,15.14,1,1.00,http://pbs.twimg.com/profile_images/948068246795808768/u9J7u6kn_normal.jpg,https://pbs.twimg.com/profile_images/948068246795808768/u9J7u6kn_normal.jpg
418,delcaropamela,859830414327898112,277,90,200,160,1234.53,6804953.69,2608.63,200,0.13,0.145,0.035,0.14,0.18,0.125,0.245,28.57,136.82,11.70,13,1.00,http://pbs.twimg.com/profile_images/1006515419719634944/mmRX095d_normal.jpg,https://pbs.twimg.com/profile_images/1006515419719634944/mmRX095d_normal.jpg
419,xandim_17,988089068113354752,150,137,200,173,616.88,1028626.92,1014.21,200,0.205,0.165,0.115,0.15,0.2,0.0,0.165,28.57,167.67,12.95,5,1.25,http://pbs.twimg.com/profile_images/1001900593806544898/uMWVWWAl_normal.jpg,https://pbs.twimg.com/profile_images/1001900593806544898/uMWVWWAl_normal.jpg
420,arthurluizz_,4847839774,660,299,200,183,22360.78,987932791.26,31431.40,200,0.155,0.165,0.08,0.13,0.2,0.105,0.165,28.57,56.82,7.54,5,1.25,http://pbs.twimg.com/profile_images/1007479779124228096/OkdSm7Nz_normal.jpg,https://pbs.twimg.com/profile_images/1007479779124228096/OkdSm7Nz_normal.jpg
421,thais_lange,970119229608464384,355,253,200,165,1059.04,1943439.31,1394.07,200,0.095,0.1,0.16,0.185,0.085,0.14,0.235,28.57,103.10,10.15,3,1.00,http://pbs.twimg.com/profile_images/1006660625328635906/ePfh04Pp_normal.jpg,https://pbs.twimg.com/profile_images/1006660625328635906/ePfh04Pp_normal.jpg
422,jheninha_051,914163474552541184,480,539,200,168,626.40,1300432.88,1140.37,200,0.215,0.3,0.2,0.08,0.13,0.04,0.035,28.57,339.96,18.44,0,0.00,http://pbs.twimg.com/profile_images/1007434116042719232/cl4sZEwV_normal.jpg,https://pbs.twimg.com/profile_images/1007434116042719232/cl4sZEwV_normal.jpg
423,mikaellasnl,551258723,1913,1295,200,162,314.42,333783.49,577.74,200,0.255,0.12,0.09,0.13,0.145,0.21,0.05,28.57,166.82,12.92,3,1.00,http://pbs.twimg.com/profile_images/1007719597489971200/9QjuTRku_normal.jpg,https://pbs.twimg.com/profile_images/1007719597489971200/9QjuTRku_normal.jpg
424,majucicutti,893167255198064641,382,100,200,161,80.49,10308.49,101.53,200,0.11,0.16,0.185,0.23,0.095,0.105,0.115,28.57,87.10,9.33,2,1.00,http://pbs.twimg.com/profile_images/1007077628036177920/yFbNbu5x_normal.jpg,https://pbs.twimg.com/profile_images/1007077628036177920/yFbNbu5x_normal.jpg
425,CarolMMIII,896366258362486785,89,393,200,169,30089.76,2591199873.88,50903.83,200,0.145,0.185,0.145,0.045,0.14,0.145,0.195,28.57,80.53,8.97,6,1.20,http://pbs.twimg.com/profile_images/994166244793311232/8UHJU66s_normal.jpg,https://pbs.twimg.com/profile_images/994166244793311232/8UHJU66s_normal.jpg
426,GladstonMartin3,974339400988491776,704,1162,200,187,16491.09,335960103.55,18329.21,200,0.13,0.145,0.13,0.185,0.225,0.165,0.02,28.57,139.67,11.82,11,1.00,http://pbs.twimg.com/profile_images/1007614658017202176/kntMbOpr_normal.jpg,https://pbs.twimg.com/profile_images/1007614658017202176/kntMbOpr_normal.jpg
427,Luluwaquimaker,735237330030743552,103,112,200,165,5586.63,182086716.11,13493.95,200,0.29,0.115,0.185,0.05,0.08,0.05,0.23,28.57,302.82,17.40,2,1.00,http://pbs.twimg.com/profile_images/981310087494078466/ZrGq78nd_normal.jpg,https://pbs.twimg.com/profile_images/981310087494078466/ZrGq78nd_normal.jpg
428,jessican_cat,932426538301165568,140,348,200,154,113.12,17810.05,133.45,200,0.11,0.185,0.205,0.09,0.245,0.115,0.05,28.57,167.67,12.95,1,1.00,http://pbs.twimg.com/profile_images/1004170668324392960/cuwUMjHZ_normal.jpg,https://pbs.twimg.com/profile_images/1004170668324392960/cuwUMjHZ_normal.jpg
429,beaassantos,779516290235002880,319,295,200,160,472.68,918775.20,958.53,200,0.22,0.075,0.12,0.135,0.055,0.08,0.315,28.57,299.67,17.31,0,0.00,http://pbs.twimg.com/profile_images/1003478362239721479/dx8iY6ls_normal.jpg,https://pbs.twimg.com/profile_images/1003478362239721479/dx8iY6ls_normal.jpg
430,IsabellaSchwan2,725510213336440833,1229,964,200,173,13998.12,637371953.22,25246.23,200,0.17,0.14,0.075,0.195,0.11,0.15,0.16,28.57,54.24,7.37,2,1.00,http://pbs.twimg.com/profile_images/1005993568048222208/-s7MMgIg_normal.jpg,https://pbs.twimg.com/profile_images/1005993568048222208/-s7MMgIg_normal.jpg
431,arctiza,2244215358,2255,1610,200,165,135.96,34199.24,184.93,200,0.24,0.13,0.17,0.195,0.045,0.0,0.22,28.57,279.96,16.73,7,1.00,http://pbs.twimg.com/profile_images/1000714971498602496/AuyKzFWS_normal.jpg,https://pbs.twimg.com/profile_images/1000714971498602496/AuyKzFWS_normal.jpg
432,DonadioRei,846769651975667712,3245,4477,200,171,4490.94,31935869.58,5651.18,200,0.145,0.155,0.145,0.2,0.185,0.065,0.105,28.57,72.53,8.52,10,1.00,http://pbs.twimg.com/profile_images/890348194336579585/MjIjNw91_normal.jpg,https://pbs.twimg.com/profile_images/890348194336579585/MjIjNw91_normal.jpg
433,euukawann15,985578867887919111,834,600,200,165,406.37,319632.57,565.36,200,0.1,0.015,0.065,0.3,0.125,0.24,0.155,28.57,336.24,18.34,2,1.00,http://pbs.twimg.com/profile_images/1007661600097087490/AqmN3bF5_normal.jpg,https://pbs.twimg.com/profile_images/1007661600097087490/AqmN3bF5_normal.jpg
434,pretinho_01,784071074673721344,28266,26143,200,165,11.32,101.17,10.06,200,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28.57,4897.96,69.99,63,2.17,http://pbs.twimg.com/profile_images/1004663961432788993/IJsqh0c2_normal.jpg,https://pbs.twimg.com/profile_images/1004663961432788993/IJsqh0c2_normal.jpg
435,Felipe2379,112550900,3082,5001,200,176,11663.75,260310141.95,16134.13,200,0.225,0.105,0.125,0.245,0.115,0.105,0.08,28.57,143.39,11.97,9,1.29,http://pbs.twimg.com/profile_images/378800000051480386/f3081bfb53d445347109e046c8a47d61_normal.jpeg,https://pbs.twimg.com/profile_images/378800000051480386/f3081bfb53d445347109e046c8a47d61_normal.jpeg
436,Lerilay,107492601,12711,1119,200,181,30788.39,1216551455.58,34879.10,200,0.12,0.175,0.16,0.24,0.195,0.07,0.04,28.57,170.82,13.07,6,1.50,http://pbs.twimg.com/profile_images/1004365500900696064/0L6uGp2-_normal.jpg,https://pbs.twimg.com/profile_images/1004365500900696064/0L6uGp2-_normal.jpg
437,TotalmenteRN,2575255789,2712,4997,200,171,14523.48,687356662.55,26217.49,200,0.125,0.185,0.225,0.085,0.195,0.16,0.025,28.57,166.24,12.89,38,1.31,http://pbs.twimg.com/profile_images/850093684913840134/MrGYrPwO_normal.jpg,https://pbs.twimg.com/profile_images/850093684913840134/MrGYrPwO_normal.jpg
438,021helo,798586007725740037,921,752,200,178,955.29,1619998.30,1272.79,200,0.24,0.185,0.08,0.2,0.025,0.01,0.26,28.57,363.96,19.08,4,1.00,http://pbs.twimg.com/profile_images/1006619679950032896/e5sdosfl_normal.jpg,https://pbs.twimg.com/profile_images/1006619679950032896/e5sdosfl_normal.jpg
439,cartola_c,892420699595448320,3966,5001,200,166,193.22,50057.43,223.74,200,0.05,0.095,0.245,0.22,0.065,0.035,0.29,28.57,380.82,19.51,47,1.47,http://pbs.twimg.com/profile_images/1007007314841358337/3NQXX-DH_normal.jpg,https://pbs.twimg.com/profile_images/1007007314841358337/3NQXX-DH_normal.jpg
440,FlaviiaSoares21,999434705341681666,517,478,200,168,367.07,303361.91,550.78,200,0.04,0.04,0.075,0.305,0.425,0.075,0.04,28.57,839.10,28.97,33,1.14,http://pbs.twimg.com/profile_images/1007675813930643462/Vb4mI4cE_normal.jpg,https://pbs.twimg.com/profile_images/1007675813930643462/Vb4mI4cE_normal.jpg
441,sangelafc,114559979,624,1143,200,168,3262.67,26684779.62,5165.73,200,0.235,0.16,0.08,0.115,0.25,0.02,0.14,28.57,229.10,15.14,10,1.25,http://pbs.twimg.com/profile_images/1006199915607920641/efJV73AC_normal.jpg,https://pbs.twimg.com/profile_images/1006199915607920641/efJV73AC_normal.jpg
442,_HumoristaFail,790352304826351616,40944,17603,200,178,134.78,28632.81,169.21,200,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28.57,4897.96,69.99,0,0.00,http://pbs.twimg.com/profile_images/822954146735288320/T1kivpcM_normal.jpg,https://pbs.twimg.com/profile_images/822954146735288320/T1kivpcM_normal.jpg
443,QueridoDialogo,2806992475,474383,86507,200,167,6552.97,21708915.54,4659.28,200,0.125,0.095,0.155,0.155,0.15,0.16,0.16,28.57,20.24,4.50,0,0.00,http://pbs.twimg.com/profile_images/984290679475097600/38-7PJqB_normal.jpg,https://pbs.twimg.com/profile_images/984290679475097600/38-7PJqB_normal.jpg
444,sohumcara,1913348768,41361,42223,200,170,1313.35,3111533.58,1763.95,200,0.21,0.17,0.18,0.19,0.165,0.055,0.03,28.57,170.24,13.05,13,1.00,http://pbs.twimg.com/profile_images/1004900711598084096/R4pyIEmb_normal.jpg,https://pbs.twimg.com/profile_images/1004900711598084096/R4pyIEmb_normal.jpg
445,uhe_julia,789866026217381888,503,647,200,174,135.13,28812.87,169.74,200,0.0,0.0,0.0,0.525,0.475,0.0,0.0,28.57,2047.96,45.25,26,1.44,http://pbs.twimg.com/profile_images/1007041270332747776/OY5P7Wge_normal.jpg,https://pbs.twimg.com/profile_images/1007041270332747776/OY5P7Wge_normal.jpg
446,valmircp,193290895,656,4961,200,175,229174.91,121592757274.30,348701.53,200,0.09,0.085,0.065,0.095,0.095,0.37,0.2,28.57,409.39,20.23,2,1.00,http://pbs.twimg.com/profile_images/479375506282803200/K_EYO4i3_normal.jpeg,https://pbs.twimg.com/profile_images/479375506282803200/K_EYO4i3_normal.jpeg
447,MuriloEduardoo,311822464,1019,894,200,180,15255.92,589813659.03,24286.08,200,0.095,0.09,0.12,0.095,0.095,0.26,0.245,28.57,196.24,14.01,6,1.00,http://pbs.twimg.com/profile_images/955290904868409344/8RGtKKCf_normal.jpg,https://pbs.twimg.com/profile_images/955290904868409344/8RGtKKCf_normal.jpg
448,jaque_rigon,940370866747166721,200,173,200,168,1183.12,3129183.12,1768.95,200,0.09,0.055,0.36,0.165,0.19,0.06,0.08,28.57,406.82,20.17,5,1.00,http://pbs.twimg.com/profile_images/1007394447552901121/GmqICxuH_normal.jpg,https://pbs.twimg.com/profile_images/1007394447552901121/GmqICxuH_normal.jpg
449,MarcellaTomazi1,967768368517443584,264,409,200,165,628.79,1252849.46,1119.31,200,0.115,0.055,0.25,0.22,0.09,0.005,0.265,28.57,357.96,18.92,0,0.00,http://pbs.twimg.com/profile_images/1001174161056772096/4g6hPxYd_normal.jpg,https://pbs.twimg.com/profile_images/1001174161056772096/4g6hPxYd_normal.jpg
450,toonho_demarco,241384000,1123,464,200,177,5381.01,54794707.24,7402.34,200,0.22,0.135,0.12,0.13,0.15,0.095,0.15,28.57,51.96,7.21,1,1.00,http://pbs.twimg.com/profile_images/971810669715689472/44DiTghH_normal.jpg,https://pbs.twimg.com/profile_images/971810669715689472/44DiTghH_normal.jpg
451,Sidionei_,1369969166,1238,2691,200,169,501.66,648107.04,805.05,200,0.18,0.215,0.1,0.27,0.11,0.08,0.045,28.57,223.96,14.97,1,1.00,http://pbs.twimg.com/profile_images/1006676807939248130/OaQdfKAQ_normal.jpg,https://pbs.twimg.com/profile_images/1006676807939248130/OaQdfKAQ_normal.jpg
452,barbaravictoire,115728039,594,1018,200,159,126.02,35378.19,188.09,200,0.3,0.135,0.1,0.16,0.0,0.0,0.305,28.57,537.10,23.18,25,1.56,http://pbs.twimg.com/profile_images/999734896972259328/KxzMQafL_normal.jpg,https://pbs.twimg.com/profile_images/999734896972259328/KxzMQafL_normal.jpg
453,_ezeequi,895141438396170240,310,296,200,163,2583.24,24255610.05,4925.00,200,0.33,0.265,0.16,0.035,0.025,0.12,0.065,28.57,470.53,21.69,2,1.00,http://pbs.twimg.com/profile_images/991503273956925440/EDFjMiI7_normal.jpg,https://pbs.twimg.com/profile_images/991503273956925440/EDFjMiI7_normal.jpg
454,ciscorodriguees,1053720968,297,602,200,186,25652.05,1207089189.89,34743.19,200,0.11,0.165,0.105,0.145,0.135,0.105,0.235,28.57,74.24,8.62,1,1.00,http://pbs.twimg.com/profile_images/1002145485098975232/PX8iANQ4_normal.jpg,https://pbs.twimg.com/profile_images/1002145485098975232/PX8iANQ4_normal.jpg
455,monstrinhofofo,942720043099488256,141,256,200,164,1911.09,9432616.43,3071.26,200,0.185,0.245,0.12,0.145,0.16,0.04,0.105,28.57,143.10,11.96,1,1.00,http://pbs.twimg.com/profile_images/1006873381201997824/mIvYP9Je_normal.jpg,https://pbs.twimg.com/profile_images/1006873381201997824/mIvYP9Je_normal.jpg
456,DonadioRei,846769651975667712,3245,4477,200,171,4490.94,31935869.58,5651.18,200,0.145,0.155,0.145,0.2,0.185,0.065,0.105,28.57,72.53,8.52,10,1.00,http://pbs.twimg.com/profile_images/890348194336579585/MjIjNw91_normal.jpg,https://pbs.twimg.com/profile_images/890348194336579585/MjIjNw91_normal.jpg
457,euukawann15,985578867887919111,834,600,200,165,406.37,319632.57,565.36,200,0.1,0.015,0.065,0.3,0.125,0.24,0.155,28.57,336.24,18.34,2,1.00,http://pbs.twimg.com/profile_images/1007661600097087490/AqmN3bF5_normal.jpg,https://pbs.twimg.com/profile_images/1007661600097087490/AqmN3bF5_normal.jpg
458,pretinho_01,784071074673721344,28266,26143,200,165,11.32,101.17,10.06,200,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28.57,4897.96,69.99,63,2.17,http://pbs.twimg.com/profile_images/1004663961432788993/IJsqh0c2_normal.jpg,https://pbs.twimg.com/profile_images/1004663961432788993/IJsqh0c2_normal.jpg
459,Felipe2379,112550900,3082,5001,200,176,11663.75,260310141.95,16134.13,200,0.225,0.105,0.125,0.245,0.115,0.105,0.08,28.57,143.39,11.97,9,1.29,http://pbs.twimg.com/profile_images/378800000051480386/f3081bfb53d445347109e046c8a47d61_normal.jpeg,https://pbs.twimg.com/profile_images/378800000051480386/f3081bfb53d445347109e046c8a47d61_normal.jpeg
460,Lerilay,107492601,12711,1119,200,181,30788.39,1216551455.58,34879.10,200,0.12,0.175,0.16,0.24,0.195,0.07,0.04,28.57,170.82,13.07,6,1.50,http://pbs.twimg.com/profile_images/1004365500900696064/0L6uGp2-_normal.jpg,https://pbs.twimg.com/profile_images/1004365500900696064/0L6uGp2-_normal.jpg
461,TotalmenteRN,2575255789,2712,4997,200,171,14523.48,687356662.55,26217.49,200,0.125,0.185,0.225,0.085,0.195,0.16,0.025,28.57,166.24,12.89,38,1.31,http://pbs.twimg.com/profile_images/850093684913840134/MrGYrPwO_normal.jpg,https://pbs.twimg.com/profile_images/850093684913840134/MrGYrPwO_normal.jpg
462,021helo,798586007725740037,921,752,200,178,955.29,1619998.30,1272.79,200,0.24,0.185,0.08,0.2,0.025,0.01,0.26,28.57,363.96,19.08,4,1.00,http://pbs.twimg.com/profile_images/1006619679950032896/e5sdosfl_normal.jpg,https://pbs.twimg.com/profile_images/1006619679950032896/e5sdosfl_normal.jpg
463,cartola_c,892420699595448320,3966,5001,200,166,193.22,50057.43,223.74,200,0.05,0.095,0.245,0.22,0.065,0.035,0.29,28.57,380.82,19.51,47,1.47,http://pbs.twimg.com/profile_images/1007007314841358337/3NQXX-DH_normal.jpg,https://pbs.twimg.com/profile_images/1007007314841358337/3NQXX-DH_normal.jpg
464,FlaviiaSoares21,999434705341681666,517,478,200,168,367.07,303361.91,550.78,200,0.04,0.04,0.075,0.305,0.425,0.075,0.04,28.57,839.10,28.97,33,1.14,http://pbs.twimg.com/profile_images/1007675813930643462/Vb4mI4cE_normal.jpg,https://pbs.twimg.com/profile_images/1007675813930643462/Vb4mI4cE_normal.jpg
465,sangelafc,114559979,624,1143,200,168,3262.67,26684779.62,5165.73,200,0.235,0.16,0.08,0.115,0.25,0.02,0.14,28.57,229.10,15.14,10,1.25,http://pbs.twimg.com/profile_images/1006199915607920641/efJV73AC_normal.jpg,https://pbs.twimg.com/profile_images/1006199915607920641/efJV73AC_normal.jpg
466,_HumoristaFail,790352304826351616,40944,17603,200,177,125.49,24196.79,155.55,200,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28.57,4897.96,69.99,0,0.00,http://pbs.twimg.com/profile_images/822954146735288320/T1kivpcM_normal.jpg,https://pbs.twimg.com/profile_images/822954146735288320/T1kivpcM_normal.jpg
467,QueridoDialogo,2806992475,474383,86507,200,167,6552.97,21708915.54,4659.28,200,0.125,0.095,0.155,0.155,0.15,0.16,0.16,28.57,20.24,4.50,0,0.00,http://pbs.twimg.com/profile_images/984290679475097600/38-7PJqB_normal.jpg,https://pbs.twimg.com/profile_images/984290679475097600/38-7PJqB_normal.jpg
468,sohumcara,1913348768,41361,42223,200,170,1313.35,3111533.58,1763.95,200,0.21,0.17,0.18,0.19,0.165,0.055,0.03,28.57,170.24,13.05,13,1.00,http://pbs.twimg.com/profile_images/1004900711598084096/R4pyIEmb_normal.jpg,https://pbs.twimg.com/profile_images/1004900711598084096/R4pyIEmb_normal.jpg
469,uhe_julia,789866026217381888,503,647,200,174,135.13,28812.87,169.74,200,0.0,0.0,0.0,0.525,0.475,0.0,0.0,28.57,2047.96,45.25,26,1.44,http://pbs.twimg.com/profile_images/1007041270332747776/OY5P7Wge_normal.jpg,https://pbs.twimg.com/profile_images/1007041270332747776/OY5P7Wge_normal.jpg
470,valmircp,193290895,656,4961,200,175,229174.91,121592757274.30,348701.53,200,0.09,0.085,0.065,0.095,0.095,0.37,0.2,28.57,409.39,20.23,2,1.00,http://pbs.twimg.com/profile_images/479375506282803200/K_EYO4i3_normal.jpeg,https://pbs.twimg.com/profile_images/479375506282803200/K_EYO4i3_normal.jpeg
471,SantosBella_,396059348,494,575,200,191,25776.50,512537917.48,22639.30,200,0.16,0.145,0.155,0.13,0.12,0.12,0.17,28.57,13.67,3.70,4,1.00,http://pbs.twimg.com/profile_images/996816728796647424/F1kes5GI_normal.jpg,https://pbs.twimg.com/profile_images/996816728796647424/F1kes5GI_normal.jpg
472,queenveque,393703284,423,567,200,165,84.61,10581.28,102.87,200,0.06,0.295,0.145,0.065,0.405,0.0,0.03,28.57,788.24,28.08,11,1.57,http://pbs.twimg.com/profile_images/1002375496968081409/03HpimLs_normal.jpg,https://pbs.twimg.com/profile_images/1002375496968081409/03HpimLs_normal.jpg
473,AliceCandido,4150552510,1759,698,200,161,671.99,895337.19,946.22,200,0.025,0.155,0.145,0.26,0.175,0.155,0.085,28.57,184.53,13.58,3,1.00,http://pbs.twimg.com/profile_images/1002446019894960130/P4tFT9Hd_normal.jpg,https://pbs.twimg.com/profile_images/1002446019894960130/P4tFT9Hd_normal.jpg
474,moreiracaduu,217230361,181,133,200,166,1595.51,8949669.80,2991.60,200,0.065,0.115,0.415,0.095,0.065,0.11,0.135,28.57,516.53,22.73,2,1.00,http://pbs.twimg.com/profile_images/990904373021757440/CsCJ1VbG_normal.jpg,https://pbs.twimg.com/profile_images/990904373021757440/CsCJ1VbG_normal.jpg
