,screen_name,id,followers,friends,number_tweets,number_tweets_intervals,mean_interval_tweets,variance_interval_tweets,standard_deviation_interval_tweets,number_tweets_week,monday_relative_frequence,tuesday_relative_frequence,wednesday_relative_frequence,thursday_relative_frequence,friday_relative_frequence,saturday_relative_frequence,sunday_relative_frequence,mean_day_week,variance_day_week,standard_deviation_day_week,number_hashtags,hashtag_per_tweet,profile_image_url,profile_image_url_https
312,Cuellar_FLA,2994929615,16454,17484,200,153,361.10,416629.50,645.47,200,0.01,0.045,0.03,0.5,0.11,0.21,0.095,28.57,1002.24,31.66,12,1.09,http://pbs.twimg.com/profile_images/1007733454447013888/cgNn1QS__normal.jpg,https://pbs.twimg.com/profile_images/1007733454447013888/cgNn1QS__normal.jpg
313,Enigma_RN,837305848133144579,1791,2046,200,190,18409.60,622412826.64,24948.20,200,0.26,0.075,0.085,0.135,0.19,0.085,0.17,28.57,160.24,12.66,55,1.20,http://pbs.twimg.com/profile_images/981842232742502400/y0aecuF3_normal.jpg,https://pbs.twimg.com/profile_images/981842232742502400/y0aecuF3_normal.jpg
314,Flanfarrao,826816771151781888,897,776,200,185,18348.71,776962578.55,27874.05,200,0.1,0.125,0.195,0.185,0.16,0.125,0.11,28.57,47.67,6.90,8,1.14,http://pbs.twimg.com/profile_images/826823633117003777/qK9uxIrx_normal.jpg,https://pbs.twimg.com/profile_images/826823633117003777/qK9uxIrx_normal.jpg
315,paty_arantes,84757147,3156,2879,200,176,671.88,907993.07,952.89,200,0.105,0.05,0.135,0.33,0.38,0.0,0.0,28.57,812.53,28.50,44,1.05,http://pbs.twimg.com/profile_images/998934025770188802/LFKFXxs1_normal.jpg,https://pbs.twimg.com/profile_images/998934025770188802/LFKFXxs1_normal.jpg
316,PortalFla,837140334727553028,2828,1068,200,168,2280.27,7481400.52,2735.21,200,0.18,0.14,0.13,0.125,0.16,0.095,0.17,28.57,29.67,5.45,44,1.16,http://pbs.twimg.com/profile_images/950179795983364096/hAIh77jl_normal.jpg,https://pbs.twimg.com/profile_images/950179795983364096/hAIh77jl_normal.jpg
317,MarcelaSSales,903711147454599168,4844,5102,200,185,75.57,4480.46,66.94,200,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28.57,4897.96,69.99,2,1.00,http://pbs.twimg.com/profile_images/926556283670446080/kRhVaFir_normal.jpg,https://pbs.twimg.com/profile_images/926556283670446080/kRhVaFir_normal.jpg
318,kroos_silva,723015722285301761,762,3716,200,158,429.11,1120930.97,1058.74,200,0.17,0.105,0.155,0.21,0.19,0.125,0.045,28.57,108.24,10.40,3,1.00,http://pbs.twimg.com/profile_images/1006042580155555842/wnbFQrn-_normal.jpg,https://pbs.twimg.com/profile_images/1006042580155555842/wnbFQrn-_normal.jpg
319,ficaveis,872602379409125376,37850,37622,200,196,61489.43,1112937214.37,33360.71,200,0.13,0.145,0.145,0.15,0.17,0.12,0.14,28.57,8.53,2.92,0,0.00,http://pbs.twimg.com/profile_images/1006658333430943746/f0exd-2h_normal.jpg,https://pbs.twimg.com/profile_images/1006658333430943746/f0exd-2h_normal.jpg
320,_luckaaa,799031713804517376,932,898,200,170,579.34,916733.87,957.46,200,0.05,0.15,0.225,0.225,0.155,0.105,0.09,28.57,151.67,12.32,11,1.57,http://pbs.twimg.com/profile_images/999811538666991616/meO8e-ay_normal.jpg,https://pbs.twimg.com/profile_images/999811538666991616/meO8e-ay_normal.jpg
321,Muleke03,956011304321503234,661,467,200,166,86.79,26657.07,163.27,200,0.15,0.31,0.23,0.125,0.16,0.0,0.025,28.57,402.82,20.07,35,1.03,http://pbs.twimg.com/profile_images/997706703729651715/gQelQE7I_normal.jpg,https://pbs.twimg.com/profile_images/997706703729651715/gQelQE7I_normal.jpg
322,Simoneitaboray,35273741,2292,1935,200,176,468.47,268377.42,518.05,200,0.045,0.15,0.205,0.24,0.135,0.11,0.115,28.57,141.96,11.91,233,1.82,http://pbs.twimg.com/profile_images/1001905804541349889/7fGBX7Y__normal.jpg,https://pbs.twimg.com/profile_images/1001905804541349889/7fGBX7Y__normal.jpg
323,jujusilvaa0,934252997760159745,162,160,200,163,418.72,532571.08,729.77,200,0.12,0.115,0.09,0.135,0.255,0.18,0.105,28.57,111.67,10.57,1,1.00,http://pbs.twimg.com/profile_images/998254388656332801/hjVI0rPy_normal.jpg,https://pbs.twimg.com/profile_images/998254388656332801/hjVI0rPy_normal.jpg
324,tirodoskpop,930814636483600384,1428,3539,200,174,93.89,6836.96,82.69,200,0.0,0.0,0.0,0.125,0.875,0.0,0.0,28.57,3647.96,60.40,20,1.11,http://pbs.twimg.com/profile_images/1007261335611207683/s08YzAN1_normal.jpg,https://pbs.twimg.com/profile_images/1007261335611207683/s08YzAN1_normal.jpg
325,jhceline_7,2196201942,12653,10845,200,161,445.96,931595.15,965.19,200,0.085,0.085,0.33,0.27,0.105,0.03,0.095,28.57,424.82,20.61,55,1.57,http://pbs.twimg.com/profile_images/961938965652746240/fRW50_VR_normal.jpg,https://pbs.twimg.com/profile_images/961938965652746240/fRW50_VR_normal.jpg
326,FlaviiaSoares21,999434705341681666,517,478,200,168,367.07,303361.91,550.78,200,0.04,0.04,0.075,0.305,0.425,0.075,0.04,28.57,839.10,28.97,33,1.14,http://pbs.twimg.com/profile_images/1007675813930643462/Vb4mI4cE_normal.jpg,https://pbs.twimg.com/profile_images/1007675813930643462/Vb4mI4cE_normal.jpg
327,Lucas_MateusRJ,4290865576,5542,5689,200,154,188.95,538870.70,734.08,200,0.04,0.715,0.04,0.055,0.035,0.04,0.075,28.57,2188.82,46.78,2,1.00,http://pbs.twimg.com/profile_images/945486286072307712/3_CcIaIg_normal.jpg,https://pbs.twimg.com/profile_images/945486286072307712/3_CcIaIg_normal.jpg
328,MarcosMunizSan1,956744040954785792,312,305,200,158,2211.03,14595614.73,3820.42,200,0.07,0.11,0.11,0.115,0.195,0.255,0.145,28.57,134.53,11.60,9,1.50,http://pbs.twimg.com/profile_images/956781582186172416/s2D1JJqn_normal.jpg,https://pbs.twimg.com/profile_images/956781582186172416/s2D1JJqn_normal.jpg
329,zangggado,952695593394147328,822,922,200,165,285.82,103714.76,322.05,200,0.055,0.095,0.03,0.29,0.27,0.21,0.05,28.57,421.10,20.52,5,1.00,http://pbs.twimg.com/profile_images/1007474050250223617/lUAC4s7n_normal.jpg,https://pbs.twimg.com/profile_images/1007474050250223617/lUAC4s7n_normal.jpg
330,WarriorCleric,819330708053381120,452,325,200,168,347.84,209838.31,458.08,200,0.12,0.21,0.285,0.2,0.135,0.0,0.05,28.57,329.10,18.14,73,1.38,http://pbs.twimg.com/profile_images/1005993181140353024/HNW2ttgh_normal.jpg,https://pbs.twimg.com/profile_images/1005993181140353024/HNW2ttgh_normal.jpg
331,raphael_54321,977376956231704576,687,778,200,164,218.29,180903.40,425.33,200,0.06,0.04,0.295,0.095,0.195,0.12,0.195,28.57,279.10,16.71,45,1.07,http://pbs.twimg.com/profile_images/977407900116312064/aCSNqyd__normal.jpg,https://pbs.twimg.com/profile_images/977407900116312064/aCSNqyd__normal.jpg
332,oliveiraytb3,3302311893,19982,9717,200,164,512.72,613273.47,783.12,200,0.01,0.08,0.115,0.275,0.4,0.075,0.045,28.57,686.53,26.20,9,1.29,http://pbs.twimg.com/profile_images/1003154637912985600/s329pAQx_normal.jpg,https://pbs.twimg.com/profile_images/1003154637912985600/s329pAQx_normal.jpg
333,EvellynCabregui,970414177327239170,690,661,200,177,33.57,917.85,30.30,200,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28.57,4897.96,69.99,53,1.61,http://pbs.twimg.com/profile_images/1003744448537399297/s9HILTVu_normal.jpg,https://pbs.twimg.com/profile_images/1003744448537399297/s9HILTVu_normal.jpg
334,dv_silvaa,979416674356129792,422,2149,200,176,465.68,354588.08,595.47,200,0.0,0.165,0.24,0.365,0.23,0.0,0.0,28.57,731.96,27.05,0,0.00,http://pbs.twimg.com/profile_images/1002178588316196864/nO4MK9Zo_normal.jpg,https://pbs.twimg.com/profile_images/1002178588316196864/nO4MK9Zo_normal.jpg
335,finnpridess,3258173495,980,643,200,168,157.67,42460.48,206.06,200,0.0,0.0,0.24,0.39,0.37,0.0,0.0,28.57,1164.24,34.12,25,1.39,http://pbs.twimg.com/profile_images/1007248345625235458/wtFpjHpJ_normal.jpg,https://pbs.twimg.com/profile_images/1007248345625235458/wtFpjHpJ_normal.jpg
336,ackrlevi,295373846,3978,2079,200,161,195.11,101570.20,318.70,200,0.01,0.075,0.18,0.04,0.455,0.16,0.08,28.57,776.53,27.87,1,1.00,http://pbs.twimg.com/profile_images/1007649399223324673/Dxm9IbJz_normal.jpg,https://pbs.twimg.com/profile_images/1007649399223324673/Dxm9IbJz_normal.jpg
337,mayraduartee2,918274780930957312,328,523,200,174,1114.60,3620463.93,1902.75,200,0.09,0.14,0.115,0.205,0.205,0.13,0.115,28.57,69.96,8.36,2,1.00,http://pbs.twimg.com/profile_images/1007688882249494528/d9TLHpvg_normal.jpg,https://pbs.twimg.com/profile_images/1007688882249494528/d9TLHpvg_normal.jpg
338,Mourabiel_,4591694242,667,560,200,162,189.76,64274.81,253.52,200,0.105,0.16,0.135,0.2,0.31,0.005,0.085,28.57,316.24,17.78,6,1.00,http://pbs.twimg.com/profile_images/1001100578334957569/RwtRxB3O_normal.jpg,https://pbs.twimg.com/profile_images/1001100578334957569/RwtRxB3O_normal.jpg
339,mariaeduardaor7,573001874,73,405,200,158,62.96,4479.35,66.93,200,0.015,0.06,0.205,0.07,0.54,0.09,0.02,28.57,1188.53,34.48,14,1.40,http://pbs.twimg.com/profile_images/1007716353434968069/KM-P0mRi_normal.jpg,https://pbs.twimg.com/profile_images/1007716353434968069/KM-P0mRi_normal.jpg
340,_laurjauregay,735473209458429952,923,937,200,155,63.92,30309.98,174.10,200,0.025,0.05,0.605,0.175,0.075,0.04,0.03,28.57,1514.53,38.92,264,1.89,http://pbs.twimg.com/profile_images/1007404511659470849/BL_ag6Hx_normal.jpg,https://pbs.twimg.com/profile_images/1007404511659470849/BL_ag6Hx_normal.jpg
341,uhe_julia,789866026217381888,503,647,200,174,134.90,28859.72,169.88,200,0.0,0.0,0.0,0.53,0.47,0.0,0.0,28.57,2051.10,45.29,26,1.44,http://pbs.twimg.com/profile_images/1007041270332747776/OY5P7Wge_normal.jpg,https://pbs.twimg.com/profile_images/1007041270332747776/OY5P7Wge_normal.jpg
342,haovana,767489850396246016,767,1485,200,166,88.60,17835.75,133.55,200,0.075,0.075,0.025,0.185,0.56,0.035,0.045,28.57,1257.67,35.46,63,1.70,http://pbs.twimg.com/profile_images/1005888410446454785/iDDTlLYA_normal.jpg,https://pbs.twimg.com/profile_images/1005888410446454785/iDDTlLYA_normal.jpg
343,wintersoIdiwr,1545660762,3909,1138,200,170,78.82,7661.69,87.53,200,0.0,0.0,0.0,0.05,0.95,0.0,0.0,28.57,4355.10,65.99,4,1.33,http://pbs.twimg.com/profile_images/1007420574631591936/_nvwuhWO_normal.jpg,https://pbs.twimg.com/profile_images/1007420574631591936/_nvwuhWO_normal.jpg
344,xiuninin,981029457510240256,158,240,200,159,248.28,130238.80,360.89,200,0.02,0.185,0.055,0.15,0.525,0.04,0.025,28.57,1115.10,33.39,62,1.82,http://pbs.twimg.com/profile_images/1005573244706009090/QW3gmegE_normal.jpg,https://pbs.twimg.com/profile_images/1005573244706009090/QW3gmegE_normal.jpg
345,tomuitoindignad,2744826910,137,97,200,164,5804.67,143375305.33,11973.94,200,0.085,0.07,0.155,0.205,0.325,0.06,0.1,28.57,311.67,17.65,2,1.00,http://pbs.twimg.com/profile_images/1007409409218285568/Izy_B15o_normal.jpg,https://pbs.twimg.com/profile_images/1007409409218285568/Izy_B15o_normal.jpg
346,pereira_vt,736754100520558593,597,763,200,162,1047.81,5782190.66,2404.62,200,0.195,0.145,0.095,0.075,0.33,0.025,0.135,28.57,334.82,18.30,12,1.20,http://pbs.twimg.com/profile_images/841451374328074241/dTjvNJt-_normal.jpg,https://pbs.twimg.com/profile_images/841451374328074241/dTjvNJt-_normal.jpg
347,LianeDL,252136030,882,1444,200,171,29.01,874.75,29.58,200,0.0,0.0,0.0,0.265,0.735,0.0,0.0,28.57,2671.96,51.69,114,1.11,http://pbs.twimg.com/profile_images/996855597818621953/6I8gE1mX_normal.jpg,https://pbs.twimg.com/profile_images/996855597818621953/6I8gE1mX_normal.jpg
348,Carolbdalla,954713323282591745,104,90,200,166,5095.20,112561043.81,10609.48,200,0.11,0.075,0.225,0.035,0.255,0.195,0.105,28.57,233.10,15.27,1,1.00,http://pbs.twimg.com/profile_images/959972243664142336/yofIR2x3_normal.jpg,https://pbs.twimg.com/profile_images/959972243664142336/yofIR2x3_normal.jpg
349,Luizza_Almeida,496071666,29035,7317,200,167,3096.17,29917468.08,5469.69,200,0.175,0.195,0.115,0.135,0.215,0.07,0.095,28.57,99.39,9.97,6,2.00,http://pbs.twimg.com/profile_images/958063126368399360/Wxjvmztx_normal.jpg,https://pbs.twimg.com/profile_images/958063126368399360/Wxjvmztx_normal.jpg
350,berg7_fla,716766264908054528,49,355,200,170,78224.54,11000223120.98,104881.95,200,0.18,0.16,0.135,0.195,0.155,0.13,0.045,28.57,81.96,9.05,25,1.04,http://pbs.twimg.com/profile_images/957063290424881153/8UDguZCh_normal.jpg,https://pbs.twimg.com/profile_images/957063290424881153/8UDguZCh_normal.jpg
351,gutontj,2860161705,12027,10978,200,167,1480.45,4445326.18,2108.39,200,0.18,0.09,0.06,0.14,0.175,0.04,0.315,28.57,298.82,17.29,3,1.00,http://pbs.twimg.com/profile_images/1007381664736169985/qh2UXfmX_normal.jpg,https://pbs.twimg.com/profile_images/1007381664736169985/qh2UXfmX_normal.jpg
352,oEricSander,2186471682,13888,2787,200,175,556.37,385561.88,620.94,200,0.105,0.18,0.135,0.28,0.21,0.0,0.09,28.57,282.24,16.80,2,1.00,http://pbs.twimg.com/profile_images/1007607466136350720/VS7bjO5s_normal.jpg,https://pbs.twimg.com/profile_images/1007607466136350720/VS7bjO5s_normal.jpg
353,EuJuliaMonteiro,1080652910,4206,3089,200,167,94.66,14002.24,118.33,200,0.0,0.0,0.075,0.415,0.51,0.0,0.0,28.57,1686.24,41.06,8,1.14,http://pbs.twimg.com/profile_images/1007413739459694592/tvagImF1_normal.jpg,https://pbs.twimg.com/profile_images/1007413739459694592/tvagImF1_normal.jpg
354,matheus_dore,4755785746,187,284,200,163,2679.36,19177905.85,4379.26,200,0.095,0.105,0.105,0.29,0.115,0.045,0.245,28.57,271.96,16.49,10,1.00,http://pbs.twimg.com/profile_images/913280777294684160/RUDZrUby_normal.jpg,https://pbs.twimg.com/profile_images/913280777294684160/RUDZrUby_normal.jpg
355,MarcelloLimaCRF,835477834692964352,4044,4061,200,166,185.30,51266.05,226.42,200,0.0,0.19,0.13,0.515,0.165,0.0,0.0,28.57,1157.67,34.02,9,1.12,http://pbs.twimg.com/profile_images/990033438236446720/AYkaJ7rz_normal.jpg,https://pbs.twimg.com/profile_images/990033438236446720/AYkaJ7rz_normal.jpg
356,tiecamelo,88506898,634,262,200,169,7874.05,170429090.25,13054.85,200,0.16,0.115,0.055,0.2,0.18,0.105,0.185,28.57,95.10,9.75,8,1.14,http://pbs.twimg.com/profile_images/913235926402371585/v2uvRrH6_normal.jpg,https://pbs.twimg.com/profile_images/913235926402371585/v2uvRrH6_normal.jpg
357,ErcilioNeto14,3241746340,106,636,200,165,621.24,1287410.35,1134.64,200,0.115,0.095,0.14,0.17,0.315,0.07,0.095,28.57,234.53,15.31,13,1.44,http://pbs.twimg.com/profile_images/967786332268490754/MWEE4VL1_normal.jpg,https://pbs.twimg.com/profile_images/967786332268490754/MWEE4VL1_normal.jpg
358,lena_renata,110722626,312,301,200,163,8487.45,300345216.76,17330.47,200,0.08,0.06,0.035,0.185,0.49,0.045,0.105,28.57,889.96,29.83,64,1.05,http://pbs.twimg.com/profile_images/798954968371916800/hNVq62DB_normal.jpg,https://pbs.twimg.com/profile_images/798954968371916800/hNVq62DB_normal.jpg
359,Marcio_Santos78,1626747852,1562,1209,200,163,953.13,2409343.04,1552.21,200,0.16,0.2,0.08,0.23,0.245,0.03,0.055,28.57,262.82,16.21,50,1.35,http://pbs.twimg.com/profile_images/994760790879145989/luFdJxyL_normal.jpg,https://pbs.twimg.com/profile_images/994760790879145989/luFdJxyL_normal.jpg
360,JazildoPortelha,798322711835643904,835,1254,200,191,44797.20,2810531463.28,53014.45,200,0.17,0.155,0.12,0.125,0.11,0.155,0.165,28.57,19.67,4.44,15,1.07,http://pbs.twimg.com/profile_images/933369511645937665/ah77qWHj_normal.jpg,https://pbs.twimg.com/profile_images/933369511645937665/ah77qWHj_normal.jpg
361,crflayssa,149669066,1614,1173,200,166,74.54,8272.44,90.95,200,0.0,0.0,0.15,0.775,0.075,0.0,0.0,28.57,2776.53,52.69,0,0.00,http://pbs.twimg.com/profile_images/994717709513449472/FlEECZdW_normal.jpg,https://pbs.twimg.com/profile_images/994717709513449472/FlEECZdW_normal.jpg
362,evert0nmilgrau,726897959762300928,5226,3493,200,156,1236.83,5122731.13,2263.35,200,0.09,0.035,0.1,0.355,0.055,0.085,0.28,28.57,520.82,22.82,9,1.00,http://pbs.twimg.com/profile_images/1006206585381801984/a5EAOjPL_normal.jpg,https://pbs.twimg.com/profile_images/1006206585381801984/a5EAOjPL_normal.jpg
363,laissa_morais,2420887532,521,2710,200,157,1693.06,8549504.23,2923.95,200,0.195,0.13,0.12,0.085,0.22,0.105,0.145,28.57,80.82,8.99,5,1.25,http://pbs.twimg.com/profile_images/1005056275443539968/tpVCYtwu_normal.jpg,https://pbs.twimg.com/profile_images/1005056275443539968/tpVCYtwu_normal.jpg
364,flaobs,842089392298721290,8352,7916,200,163,383.96,200580.86,447.86,200,0.15,0.055,0.045,0.225,0.325,0.04,0.16,28.57,389.39,19.73,8,1.60,http://pbs.twimg.com/profile_images/915344897300942849/57RxwCaI_normal.jpg,https://pbs.twimg.com/profile_images/915344897300942849/57RxwCaI_normal.jpg
365,Itallocvieira,210240327,2216,4850,200,176,1279.74,1759731.59,1326.55,200,0.1,0.13,0.12,0.185,0.28,0.1,0.085,28.57,161.67,12.72,7,1.00,http://pbs.twimg.com/profile_images/1007413726587375616/h3STNEtt_normal.jpg,https://pbs.twimg.com/profile_images/1007413726587375616/h3STNEtt_normal.jpg
366,FutdoSulSC,948192448148328449,2037,5001,200,175,339.17,192750.93,439.03,200,0.0,0.0,0.17,0.435,0.395,0.0,0.0,28.57,1321.67,36.35,180,1.44,http://pbs.twimg.com/profile_images/1002575912846725120/Vnts490E_normal.jpg,https://pbs.twimg.com/profile_images/1002575912846725120/Vnts490E_normal.jpg
367,rangl343,757196713,217,1331,200,174,1606.07,6864986.40,2620.11,200,0.1,0.085,0.075,0.21,0.38,0.065,0.085,28.57,456.82,21.37,37,1.42,http://pbs.twimg.com/profile_images/1007100336589459456/mAHHREqF_normal.jpg,https://pbs.twimg.com/profile_images/1007100336589459456/mAHHREqF_normal.jpg
368,MarcelloLimaCRF,835477834692964352,4044,4061,200,166,185.30,51266.05,226.42,200,0.0,0.19,0.13,0.515,0.165,0.0,0.0,28.57,1157.67,34.02,9,1.12,http://pbs.twimg.com/profile_images/990033438236446720/AYkaJ7rz_normal.jpg,https://pbs.twimg.com/profile_images/990033438236446720/AYkaJ7rz_normal.jpg
369,soutojess,811182380,19332,10513,200,175,121.92,20373.99,142.74,200,0.0,0.0,0.31,0.26,0.43,0.0,0.0,28.57,1175.67,34.29,51,1.00,http://pbs.twimg.com/profile_images/1000147626195550208/91KeZhWi_normal.jpg,https://pbs.twimg.com/profile_images/1000147626195550208/91KeZhWi_normal.jpg
370,Gostosas_xxx,724632739945832449,30496,24896,200,167,3599.54,53.23,7.30,200,0.12,0.12,0.12,0.125,0.275,0.12,0.12,28.57,116.53,10.79,89,7.42,http://pbs.twimg.com/profile_images/917190834956767232/vujZsvF__normal.jpg,https://pbs.twimg.com/profile_images/917190834956767232/vujZsvF__normal.jpg
371,yBELCVNUTX,169116160,5492,5380,200,170,1993.75,9028685.86,3004.78,200,0.29,0.235,0.135,0.075,0.075,0.05,0.14,28.57,274.53,16.57,4,2.00,http://pbs.twimg.com/profile_images/1002221412810133505/tj0CHgI4_normal.jpg,https://pbs.twimg.com/profile_images/1002221412810133505/tj0CHgI4_normal.jpg
372,jhonsin9797,959604946441244683,159,301,200,166,574.30,448127.38,669.42,200,0.265,0.12,0.21,0.19,0.07,0.0,0.145,28.57,273.67,16.54,3,1.00,http://pbs.twimg.com/profile_images/1007367407097262081/4pd-Jqu5_normal.jpg,https://pbs.twimg.com/profile_images/1007367407097262081/4pd-Jqu5_normal.jpg
373,amandaribeirogp,2348755776,72040,300,200,166,1123.27,4443556.93,2107.97,200,0.115,0.17,0.105,0.085,0.14,0.155,0.23,28.57,80.24,8.96,7,2.33,http://pbs.twimg.com/profile_images/1006237647721857024/PkAHmtSj_normal.jpg,https://pbs.twimg.com/profile_images/1006237647721857024/PkAHmtSj_normal.jpg
374,ThayaneCRF,529848654,5602,4382,200,171,61.56,4280.12,65.42,200,0.14,0.035,0.285,0.355,0.105,0.0,0.08,28.57,586.53,24.22,80,1.54,http://pbs.twimg.com/profile_images/988942831409647616/igWzXUNT_normal.jpg,https://pbs.twimg.com/profile_images/988942831409647616/igWzXUNT_normal.jpg
375,AllanCaetano98,4521836955,716,3192,200,171,1289.64,2951620.78,1718.03,200,0.095,0.07,0.115,0.27,0.18,0.105,0.165,28.57,159.10,12.61,10,1.11,http://pbs.twimg.com/profile_images/1005180921715322880/Dd15KdLg_normal.jpg,https://pbs.twimg.com/profile_images/1005180921715322880/Dd15KdLg_normal.jpg
376,NacaoFLA9,819279710739898369,37019,27062,200,167,2250.50,11686807.84,3418.60,200,0.14,0.075,0.075,0.185,0.185,0.045,0.295,28.57,259.96,16.12,1,1.00,http://pbs.twimg.com/profile_images/992910588312473600/MrSmT--g_normal.jpg,https://pbs.twimg.com/profile_images/992910588312473600/MrSmT--g_normal.jpg
377,diassbre,940422833146130433,37,58,200,171,2144.42,13570580.90,3683.83,200,0.22,0.085,0.075,0.22,0.185,0.065,0.15,28.57,158.53,12.59,11,1.00,http://pbs.twimg.com/profile_images/1007425150197911552/HQnzc5yy_normal.jpg,https://pbs.twimg.com/profile_images/1007425150197911552/HQnzc5yy_normal.jpg
378,LoloMarques2,555708339,1546,812,200,168,873.53,1765296.03,1328.64,200,0.17,0.2,0.065,0.26,0.21,0.02,0.075,28.57,274.24,16.56,0,0.00,http://pbs.twimg.com/profile_images/1007130985606057985/PFEGCIhI_normal.jpg,https://pbs.twimg.com/profile_images/1007130985606057985/PFEGCIhI_normal.jpg
379,ramonbatista_,95982861,75869,11720,200,159,178.04,126435.45,355.58,200,0.0,0.11,0.175,0.23,0.16,0.105,0.22,28.57,215.96,14.70,9,1.00,http://pbs.twimg.com/profile_images/993137233669521409/xFv1DSMj_normal.jpg,https://pbs.twimg.com/profile_images/993137233669521409/xFv1DSMj_normal.jpg
380,ngolokwnte,809864452673679360,337,655,200,157,114.26,23259.33,152.51,200,0.02,0.06,0.04,0.465,0.3,0.025,0.09,28.57,1015.39,31.87,2,1.00,http://pbs.twimg.com/profile_images/1006981215038181379/1YrG4wCT_normal.jpg,https://pbs.twimg.com/profile_images/1006981215038181379/1YrG4wCT_normal.jpg
381,PedrinhoooOAC,956872800802951168,545,532,200,176,14.62,266.40,16.32,200,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28.57,4897.96,69.99,34,1.89,http://pbs.twimg.com/profile_images/1006530036533522434/MpPLK9gM_normal.jpg,https://pbs.twimg.com/profile_images/1006530036533522434/MpPLK9gM_normal.jpg
382,dhambellocrvg,3808044616,589,632,200,168,66.30,5082.91,71.29,200,0.0,0.11,0.2,0.38,0.31,0.0,0.0,28.57,855.67,29.25,17,1.21,http://pbs.twimg.com/profile_images/1006620337461776384/3Iq4K4_4_normal.jpg,https://pbs.twimg.com/profile_images/1006620337461776384/3Iq4K4_4_normal.jpg
383,Guivelasquez7,762480324810911744,170,185,200,172,3643.26,28599347.59,5347.84,200,0.16,0.22,0.14,0.095,0.155,0.11,0.12,28.57,58.82,7.67,6,1.50,http://pbs.twimg.com/profile_images/1003296961771032576/4FkGB4Uo_normal.jpg,https://pbs.twimg.com/profile_images/1003296961771032576/4FkGB4Uo_normal.jpg
384,grazy_crvg,610399080,774,1025,200,167,238.95,145647.13,381.64,200,0.095,0.165,0.145,0.415,0.165,0.0,0.015,28.57,651.96,25.53,4,1.00,http://pbs.twimg.com/profile_images/1006598469946085378/1I3t8BuV_normal.jpg,https://pbs.twimg.com/profile_images/1006598469946085378/1I3t8BuV_normal.jpg
385,NeGuiM_CRVG,780872866829000704,515,494,200,170,335.08,193594.94,439.99,200,0.0,0.165,0.285,0.24,0.31,0.0,0.0,28.57,681.67,26.11,7,1.17,http://pbs.twimg.com/profile_images/996186361672724481/qd5YQZZR_normal.jpg,https://pbs.twimg.com/profile_images/996186361672724481/qd5YQZZR_normal.jpg
386,thays_crvg,3368521605,2240,1844,200,168,258.99,185377.70,430.56,200,0.38,0.165,0.1,0.05,0.245,0.0,0.06,28.57,599.39,24.48,12,1.50,http://pbs.twimg.com/profile_images/1007650842315501568/Z6lHrkPs_normal.jpg,https://pbs.twimg.com/profile_images/1007650842315501568/Z6lHrkPs_normal.jpg
387,Biiaa_Oliveira,134288288,48,82,200,160,93.64,19608.53,140.03,200,0.145,0.025,0.27,0.19,0.115,0.125,0.13,28.57,191.67,13.84,10,2.00,http://pbs.twimg.com/profile_images/1006902860989120512/_iuiCt84_normal.jpg,https://pbs.twimg.com/profile_images/1006902860989120512/_iuiCt84_normal.jpg
388,FelipePeniche,1610939514,79,256,200,172,3618.78,31421070.76,5605.45,200,0.18,0.11,0.21,0.14,0.14,0.05,0.17,28.57,93.39,9.66,2,1.00,http://pbs.twimg.com/profile_images/1004711628791844869/wK2h5elF_normal.jpg,https://pbs.twimg.com/profile_images/1004711628791844869/wK2h5elF_normal.jpg
389,leeh_lcs29,3195899873,1587,1669,200,162,134.60,48297.71,219.77,200,0.095,0.295,0.19,0.155,0.09,0.045,0.13,28.57,230.53,15.18,13,1.18,http://pbs.twimg.com/profile_images/945797533653139456/S2regml2_normal.jpg,https://pbs.twimg.com/profile_images/945797533653139456/S2regml2_normal.jpg
390,GotzeIi,929721945884647424,600,549,200,171,24.44,561.44,23.69,200,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28.57,4897.96,69.99,12,1.50,http://pbs.twimg.com/profile_images/1003864085295960064/BqF9W_do_normal.jpg,https://pbs.twimg.com/profile_images/1003864085295960064/BqF9W_do_normal.jpg
391,iagobastoscarv1,4795456589,217,177,200,168,69.43,7222.45,84.98,200,0.31,0.02,0.115,0.36,0.05,0.05,0.095,28.57,631.39,25.13,6,1.00,http://pbs.twimg.com/profile_images/967919064877289479/tKdqpEYc_normal.jpg,https://pbs.twimg.com/profile_images/967919064877289479/tKdqpEYc_normal.jpg
392,Brencrvg,254683502,651,407,200,167,83.13,15759.98,125.54,200,0.0,0.0,0.37,0.365,0.265,0.0,0.0,28.57,1128.53,33.59,14,1.08,http://pbs.twimg.com/profile_images/1006185459121360896/1cCRd_TU_normal.jpg,https://pbs.twimg.com/profile_images/1006185459121360896/1cCRd_TU_normal.jpg
393,CasacaoCRVG,2337363858,590,1156,200,169,275.49,155372.50,394.17,200,0.29,0.07,0.195,0.235,0.21,0.0,0.0,28.57,477.10,21.84,7,1.17,http://pbs.twimg.com/profile_images/986344520471195648/-50bBG0L_normal.jpg,https://pbs.twimg.com/profile_images/986344520471195648/-50bBG0L_normal.jpg
